//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
13888;Erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20110809@;Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
30272;Aide : erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
968;Erreur Multicast CR; @5W%t#ML-V2.25-Festo-CPX-20110809@;Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
17352;Aide : Erreur CR Multicast; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
4360;réservé; @5W%t#ML-V2.25-Festo-CPX-20110809@;Reserved; @5W%t#ML-V2.25-Festo-CPX-20110809@;
20744;Aide : réservée; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Reserved; @5W%t#ML-V2.25-Festo-CPX-20110809@;
7752;Erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20110809@;Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
24136;Aide : erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
9448;Réserve système FO critique;FO link power margin critical;
25832;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
11144;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20110809@;Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
27528;Aide : erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
12840;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
29224;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
14536;Erreur d'horloge; @5W%t#ML-V2.25-Festo-CPX-20110809@;Time mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
30920;Aide : erreur de temporisation; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Time mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
13488;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
29872;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
13489;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
29873;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
13490;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
29874;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
12264;No error;No error;
28648;Help;Help;
12266;General diagnosis;General diagnosis;
28650;Help;Help;
12268;Short circuit;Short circuit;
28652;Help;Help;
12270;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
28654;Help;Help;
12688;Short circuit in actuator supply;Short circuit in actuator supply;
29072;Help;Help;
12690;Undervoltage in power supply;Undervoltage in power supply;
29074;Help;Help;
12692;Unknown CBUS error (6);Unknown CBUS error (6);
29076;Help;Help;
12694;Unknown CBUS error (7);Unknown CBUS error (7);
29078;Help;Help;
13112;Unknown CBUS error (8);Unknown CBUS error (8);
29496;Help;Help;
13114;Lower limit exceeded;Lower limit exceeded;
29498;Help;Help;
13116;Upper limit exceeded;Upper limit exceeded;
29500;Help;Help;
13118;Short circuit valve;Short circuit valve;
29502;Help;Help;
13536;Pilot valve function warning;Pilot valve function warning;
29920;Help;Help;
13538;Wire fracture (open load);Wire fracture (open load);
29922;Help;Help;
13540;Condition counter exceeded;Condition counter exceeded;
29924;Help;Help;
13542;Module/channel failure;Module/channel failure;
29926;Help;Help;
13960;Module code incorrect;Module code incorrect;
30344;Help;Help;
13962;I/O length incorrect;I/O length incorrect;
30346;Help;Help;
13964;Address range exceeded;Address range exceeded;
30348;Help;Help;
13966;Life cycle exceeded;Life cycle exceeded;
30350;Help;Help;
14384;Fault in parametrizing signal range;Fault in parametrizing signal range;
30768;Help;Help;
14386;Fault in parametrizing data format;Fault in parametrizing data format;
30770;Help;Help;
14388;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
30772;Help;Help;
14390;Fault in filter meas.value;Fault in filter meas.value;
30774;Help;Help;
14808;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
31192;Help;Help;
14810;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
31194;Help;Help;
14812;Fault in actuator supply;Fault in actuator supply;
31196;Help;Help;
14814;Wrong device type mounted;Wrong device type mounted;
31198;Help;Help;
15232;Alarm value reached;Alarm value reached;
31616;Help;Help;
15234;Fault in parametrizing;Fault in parametrizing;
31618;Help;Help;
15236;No new output data (slave);No new output data (slave);
31620;Help;Help;
15238;No bus connection (slave);No bus connection (slave);
31622;Help;Help;
15656;No STI read access (slave);No STI read access (slave);
32040;Help;Help;
15658;No parameter access (slave);No parameter access (slave);
32042;Help;Help;
15660;CP module lost / fault;CP module lost / fault;
32044;Help;Help;
15662;CP configuration failure;CP configuration failure;
32046;Help;Help;
16080;Short circuit CP-line;Short circuit CP-line;
32464;Help;Help;
16082;Fault in controlling;Fault in controlling;
32466;Help;Help;
16084;Missing valve;Missing valve;
32468;Help;Help;
16086;Maintanance required;Maintanance required;
32470;Help;Help;
192;Life Guard;Life Guard;
16576;Help;Help;
194;Heart Beat;Heart Beat;
16578;Help;Help;
196;Com Cycle Period (Sync);Com Cycle Period (Sync);
16580;Help;Help;
198;CAN Overrun (Objects lost);CAN Overrun (Objects lost);
16582;Help;Help;
616;Invalid PDO received;Invalid PDO received;
17000;Help;Help;
618;CAN WarnLimit reached;CAN WarnLimit reached;
17002;Help;Help;
620;CAN recovered from BusOff;CAN recovered from BusOff;
17004;Help;Help;
622;Bus Power lost;Bus Power lost;
17006;Help;Help;
1040;Fault in Calibration;Fault in Calibration;
17424;Help;Help;
1042;Lower drop out signal;Lower drop out signal;
17426;Help;Help;
1044;Upper drop out signal;Upper drop out signal;
17428;Help;Help;
1046;Sensor limit exceeded;Sensor limit exceeded;
17430;Help;Help;
1464;Short circuit cold junction comp.;Short circuit cold junction comp.;
17848;Help;Help;
1466;Open load cold junction comp.;Open load cold junction comp.;
17850;Help;Help;
1468;Calibration data incorrect;Calibration data incorrect;
17852;Help;Help;
1470;Invalid process value;Invalid process value;
17854;Help;Help;
1888;Short circuit I-Port;Short circuit I-Port;
18272;Help;Help;
1890;Device missing / failure;Device missing / failure;
18274;Help;Help;
1892;I-Port configuration error;I-Port configuration error;
18276;Help;Help;
1894;Input overload;Input overload;
18278;Help;Help;
2312;Signal underflow/overflow;Signal underflow/overflow;
18696;Help;Help;
2314;Overvoltage in power supply;Overvoltage in power supply;
18698;Help;Help;
2736;Number of Modules incorrect;Number of Modules incorrect;
19120;Help;Help;
2738;F_Dest_Add mismatch;F_Dest_Add mismatch;
19122;Help;Help;
2740;F-Communication fault;F-Communication fault;
19124;Help;Help;
2742;F-Communication timeout;F-Communication timeout;
19126;Help;Help;
3160;Leakage current;Leakage current;
19544;Help;Help;
3162;F-Parameter fault;F-Parameter fault;
19546;Help;Help;
3164;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
19548;Help;Help;
3166;CC-L: Bus connection lost;CC-L: Bus connection lost;
19550;Help;Help;
4012;Value out of range;Value out of range;
20396;Help;Help;
4432;Function failure;Function failure;
20816;Help;Help;
6552;Configuration error;Configuration error;
22936;Help;Help;
6554;Execution error;Execution error;
22938;Help;Help;
6556;Record error;Record error;
22940;Help;Help;
6558;Control error;Control error;
22942;Help;Help;
6976;System error A;System error A;
23360;Help;Help;
6978;System error B;System error B;
23362;Help;Help;
6980;Error in valve;Error in valve;
23364;Help;Help;
6982;Controller error;Controller error;
23366;Help;Help;
7400;Encoder error;Encoder error;
23784;Help;Help;
7402;Error motor or power stage;Error motor or power stage;
23786;Help;Help;
7830;Subsystem module/channel failure;Subsystem module/channel failure;
24214;Help;Help;
9520;Switch unit defective;Switch unit defective;
25904;Help;Help;
9522;CBUS asic not ready;CBUS asic not ready;
25906;Help;Help;
9524;CPU Hardware Trap;CPU Hardware Trap;
25908;Help;Help;
9526;CBUS C-manager not ready;CBUS C-manager not ready;
25910;Help;Help;
9944;Watchdog overflow;Watchdog overflow;
26328;Help;Help;
9946;Remanent memory defective;Remanent memory defective;
26330;Help;Help;
9948;Flash system memory defective;Flash system memory defective;
26332;Help;Help;
9950;Number of mod.params.more than 64;Number of mod.params.more than 64;
26334;Help;Help;
10368;Slave not ready;Slave not ready;
26752;Help;Help;
10370;CBUS diagnostic telegram;CBUS diagnostic telegram;
26754;Help;Help;
10372;CBUS init fault (gap);CBUS init fault (gap);
26756;Help;Help;
10374;Order queue full;Order queue full;
26758;Help;Help;
10792;CBUS-EEPROM error;CBUS-EEPROM error;
27176;Help;Help;
10794;CBUS C-timeout error;CBUS C-timeout error;
27178;Help;Help;
10796;CBUS telegram fault;CBUS telegram fault;
27180;Help;Help;
10798;BIU access error;BIU access error;
27182;Help;Help;
11216;Licence error;Licence error;
27600;Help;Help;
11218;Built-in self test failed;Built-in self test failed;
27602;Help;Help;
11644;NETOS fatal error;NETOS fatal error;
28028;Help;Help;
840;Fault param.transfer module n;Fault param.transfer module n;
17224;Help;Help;
842;Invalid field bus address;Invalid field bus address;
17226;Help;Help;
844;Protokoll Asic not ready;Protokoll Asic not ready;
17228;Help;Help;
846;MMI serves CBUS module;MMI serves CBUS module;
17230;Help;Help;
1264;Invalid setting switch unit;Invalid setting switch unit;
17648;Help;Help;
1266;Module set to default values;Module set to default values;
17650;Help;Help;
6358;Unknown error (255);Unknown error (255);
22742;Help;Help;
11442;CPX critical system error;CPX critical system error;
27826;Help;Help;
5368;;;
21752;;;
8760;Court-circuit;Short circuit;
25144;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
12152;Sous-tension;Low voltage;
28536;Contrôlez l'alimentation en tension.;Verify the power supply.;
15544;Surtension;Overvoltage;
31928;Contrôlez l'alimentation en tension.;Verify the power supply.;
2624;Surcharge;Overload;
19008;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
6016;Surchauffe;Overtemperature;
22400;Contrôlez les caractéristiques techniques des composants liés.;Check the technical specifications of the connected components.;
9408;Rupture de fil;Wire break;
25792;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
12800;Limite supérieure dépassée;High limit exceeded;
29184;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
16192;Limite inférieure sous-dépassée;Low limit exceeded;
32576;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
3272;Erreur;Error;
19656;;;
6664;Simulation active;Simulation active;
23048;;;
10056;réservé;Reserved;
26440;;;
13448;réservé;Reserved;
29832;;;
528;réservé;Reserved;
16912;;;
3920;réservé;Reserved;
20304;;;
7312;Paramètre manquant;Parameter missing;
23696;;;
10704;Erreur de paramétrage;Parameter assignment error;
27088;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;
14096;Absence de tension capteur ou de charge;Power supply fault;
30480;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;Cause: No power supply. Remedy: Check wiring or turn on power supply.;
1176;Fusible defectueux;Fuse blown / open;
17560;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;
4568;Emplacement non accessible;Slot cannot be addressed;
20952;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;Cause: Communication error with various possible causes. Remedy: Depends on cause.;
7960;Défaut à la masse;Ground fault;
24344;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;
11352;Erreur de voie de référence;Reference point list;
27736;Cause : erreur de voie de référence. Solution : voir le manuel.;Cause: Error on reference channel. Remedy: See manual.;
14744;Alarme de processus perdue;Process event lost / sampling error;
31128;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;
1824;Avertissement actionneur;Threshold warning;
18208;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;
5216;Coupure actionneur;Output disabled;
21600;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;
8608;Arrêt de sécurité;Safety event;
24992;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;Cause: Error detected on channel. Remedy: Check channel and correct problem..;
12000;Défaut externe;External fault;
28384;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;
15392;Défaut non spécifié;Unidentified error;
31776;Cause : ne peut être spécifiée. Solution : voir le manuel.;Cause: Cannot be specified in greater detail. Remedy: See manual.;
2472;réservé;Reserved;
18856;;;
5864;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
22248;;;
9256;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
25640;;;
12648;Erreur temporaire;Temporary error;
29032;;;
9184;Transmission de données impossible; @5W%t#RF180C-20100329@;Data transmission impossible; @5W%t#RF180C-20100329@;
25568;Aide : transmission de données impossible; @5W%t#RF180C-20100329@;Help: Data transmission impossible; @5W%t#RF180C-20100329@;
10880;Pas de connexion physique au port;No physical connection on port;
27264;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
10881;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
27265;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
10882;Erreur à la vérification des données de câble;Error during cable data check;
27266;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
12576;Erreur partenaire; @5W%t#RF180C-20100329@;Remote mismatch; @5W%t#RF180C-20100329@;
28960;Aide : erreur partenaire; @5W%t#RF180C-20100329@;Help: Remote mismatch; @5W%t#RF180C-20100329@;
14272;Partenaire incorrect;Wrong partner;
30656;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
14273;Port partenaire incorrect;Wrong partner port;
30657;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
14274;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
30658;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
14275;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
30659;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
14276;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
30660;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
14277;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
30661;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
14278;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
30662;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
14279;Différence à la détermination de longueur de câble;Difference in cable length measurement;
30663;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
14696;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
31080;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
15968;Erreur de redondance de supports de transmission; @5W%t#RF180C-20100329@;Media redundancy mismatch; @5W%t#RF180C-20100329@;
32352;Aide : erreur de redondance de supports de transmission; @5W%t#RF180C-20100329@;Help: Media redundancy mismatch; @5W%t#RF180C-20100329@;
1352;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
17736;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
1353;Anneau ouvert;Ring opened;
17737;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
1354;Redondance RT plus garantie;RT redundancy not effective;
17738;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
1355;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
17739;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;
3048;Perte de synchronisation; @5W%t#RF180C-20100329@;Sync mismatch; @5W%t#RF180C-20100329@;
19432;Aide : perte de synchronisation; @5W%t#RF180C-20100329@;Help: Sync mismatch; @5W%t#RF180C-20100329@;
4744;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
21128;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;
4747;Station non synchrone;Station not synchronized;
21131;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
6440;Erreur de synchronisme d'horloge; @5W%t#RF180C-20100329@;Isochronous mode mismatch; @5W%t#RF180C-20100329@;
22824;Aide : erreur de synchronisme d'horloge; @5W%t#RF180C-20100329@;Help: Isochronous mode mismatch; @5W%t#RF180C-20100329@;
9832;Erreur Multicast CR; @5W%t#RF180C-20100329@;Multicast CR mismatch; @5W%t#RF180C-20100329@;
26216;Aide : Erreur CR Multicast; @5W%t#RF180C-20100329@;Help: Multicast CR mismatch; @5W%t#RF180C-20100329@;
13224;réservé; @5W%t#RF180C-20100329@;Reserved; @5W%t#RF180C-20100329@;
29608;Aide : réservée; @5W%t#RF180C-20100329@;Help: Reserved; @5W%t#RF180C-20100329@;
304;Erreur fibre optique; @5W%t#RF180C-20100329@;Fiber optics mismatch; @5W%t#RF180C-20100329@;
16688;Aide : erreur fibre optique; @5W%t#RF180C-20100329@;Help: Fiber optics mismatch; @5W%t#RF180C-20100329@;
2000;Réserve système FO critique;FO link power margin critical;
18384;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
3696;Erreur de fonctionnement du composant réseau; @5W%t#RF180C-20100329@;Network component function mismatch; @5W%t#RF180C-20100329@;
20080;Aide : erreur de fonctionnement du composant réseau; @5W%t#RF180C-20100329@;Help: Network component function mismatch; @5W%t#RF180C-20100329@;
5392;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
21776;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
7088;Erreur d'horloge; @5W%t#RF180C-20100329@;Time mismatch; @5W%t#RF180C-20100329@;
23472;Aide : erreur de temporisation; @5W%t#RF180C-20100329@;Help: Time mismatch; @5W%t#RF180C-20100329@;
6040;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
22424;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
6041;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
22425;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
6042;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
22426;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
7066;Diagnose RF180C: Erreur de liaison au SLG;Diagnostic RF180C: Connection error to SLG;
23450;;;
7494;Diagnose RF180C: ASM est demarre;Diagnostic RF180C: ASM has started up;
23878;;;
7912;Diagnose RF180C: Court-circuit sur SLG;Diagnostic RF180C: Short circuit to SLG;
24296;;;
7915;Diagnose RF180C: Erreur bloquante;Diagnostic RF180C: Fatal error;
24299;;;
8343;Diagnose RF180C: Defaut materiel;Diagnostic RF180C: Hardware error;
24727;;;
0;Diagnose RF180C: Erreur du chargeur;Diagnostic RF180C: Loader error;
16384;;;
13848;Diagnose RF180C: Chargement active;Diagnostic RF180C: Download active;
30232;;;
13849;Diagnose RF180C: Chargement termine;Diagnostic RF180C: Download finished;
30233;;;
13852;Diagnose RF180C: Erreur de chargement;Diagnostic RF180C: Download error;
30236;;;
9464;;;
25848;;;
12856;Court-circuit;Short circuit;
29240;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
16248;Sous-tension;Low voltage;
32632;Contrôlez l'alimentation en tension.;Verify the power supply.;
3328;Surtension;Overvoltage;
