//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
14275;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
30659;"Support de transmission/Duplex" a été c;"Transmission medium/duplex" was configu;
14276;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
30660;Domaine MRP configuré ; la sélection loc;MRP domain was configured; the local set;
14277;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
30661;Une connexion de port a été configurée, ;A port interconnection was configured bu;
14278;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
30662;L'attribut MRRT  a été configuré; les op;The MRRT feature was configured; the loc;
14279;Différence à la détermination de longueur de câble;Difference in cable length measurement;
30663;"Support de transmission / Duplex" a été;"Transmission medium / Duplex" was confi;
14696;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
31080;Deux domaines Sync de même nom ont été c;Two sync domains with the same name were;
15968;Erreur de redondance de supports de transmission; @5W%t#RF180C-20100329@;Media redundancy mismatch; @5W%t#RF180C-20100329@;
32352;Aide : erreur de redondance de supports ;Help: Media redundancy mismatch; @5W%t#R;
1352;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
17736;Signifie que le gestionnaire de redondan;Indicates that the configured redundancy;
1353;Anneau ouvert;Ring opened;
17737;Indique que l'anneau est interrompu unil;Indicates that the ring has been interru;
1354;Redondance RT plus garantie;RT redundancy not effective;
17738;Indique que l'anneau n'est pas fermé pou;Indicates that the ring is not closed fo;
1355;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
17739;Indique que plusieurs appareils assument;Indicates that more than one device in t;
3048;Perte de synchronisation; @5W%t#RF180C-20100329@;Sync mismatch; @5W%t#RF180C-20100329@;
19432;Aide : perte de synchronisation; @5W%t#R;Help: Sync mismatch; @5W%t#RF180C-201003;
4744;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
21128;La station est un esclave Sync et n'est ;The station is a sync slave and it is no;
4747;Station non synchrone;Station not synchronized;
21131;La synchronisation se trouve hors de la ;Synchronization is outside the range of ;
6440;Erreur de synchronisme d'horloge; @5W%t#RF180C-20100329@;Isochronous mode mismatch; @5W%t#RF180C-20100329@;
22824;Aide : erreur de synchronisme d'horloge;;Help: Isochronous mode mismatch; @5W%t#R;
9832;Erreur Multicast CR; @5W%t#RF180C-20100329@;Multicast CR mismatch; @5W%t#RF180C-20100329@;
26216;Aide : Erreur CR Multicast; @5W%t#RF180C;Help: Multicast CR mismatch; @5W%t#RF180;
13224;réservé; @5W%t#RF180C-20100329@;Reserved; @5W%t#RF180C-20100329@;
29608;Aide : réservée; @5W%t#RF180C-20100329@;Help: Reserved; @5W%t#RF180C-20100329@;
304;Erreur fibre optique; @5W%t#RF180C-20100329@;Fiber optics mismatch; @5W%t#RF180C-20100329@;
16688;Aide : erreur fibre optique; @5W%t#RF180;Help: Fiber optics mismatch; @5W%t#RF180;
2000;Réserve système FO critique;FO link power margin critical;
18384;La réserve système FO se trouve en -dess;The FO link power margin is below the @2;
3696;Erreur de fonctionnement du composant réseau; @5W%t#RF180C-20100329@;Network component function mismatch; @5W%t#RF180C-20100329@;
20080;Aide : erreur de fonctionnement du compo;Help: Network component function mismatc;
5392;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
21776;@2D%1d@ paquets de données au minimum on;At least @2D%1d@ data packets were disca;
7088;Erreur d'horloge; @5W%t#RF180C-20100329@;Time mismatch; @5W%t#RF180C-20100329@;
23472;Aide : erreur de temporisation; @5W%t#RF;Help: Time mismatch; @5W%t#RF180C-201003;
6040;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
22424;Un autre routeur par défaut a été config;A standard gateway has been configured f;
6041;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
22425;Un NameOfStation a déjà été configuré /a;A NameOfStation which is identical to th;
6042;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
22426;Une adresse IP a déjà été configurée/att;An IP address which is in the same subne;
7066;Diagnose RF180C: Erreur de liaison au SLG;Diagnostic RF180C: Connection error to SLG;
23450;;;
7494;Diagnose RF180C: ASM est demarre;Diagnostic RF180C: ASM has started up;
23878;;;
7912;Diagnose RF180C: Court-circuit sur SLG;Diagnostic RF180C: Short circuit to SLG;
24296;;;
7915;Diagnose RF180C: Erreur bloquante;Diagnostic RF180C: Fatal error;
24299;;;
8343;Diagnose RF180C: Defaut materiel;Diagnostic RF180C: Hardware error;
24727;;;
0;Diagnose RF180C: Erreur du chargeur;Diagnostic RF180C: Loader error;
16384;;;
13848;Diagnose RF180C: Chargement active;Diagnostic RF180C: Download active;
30232;;;
13849;Diagnose RF180C: Chargement termine;Diagnostic RF180C: Download finished;
30233;;;
13852;Diagnose RF180C: Erreur de chargement;Diagnostic RF180C: Download error;
30236;;;
9464;;;
25848;;;
12856;Court-circuit;Short circuit;
29240;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
16248;Sous-tension;Low voltage;
32632;Contrôlez l'alimentation en tension.;Verify the power supply.;
3328;Surtension;Overvoltage;
19712;Contrôlez l'alimentation en tension.;Verify the power supply.;
6720;Surcharge;Overload;
23104;Contrôlez les caractéristiques technique;Check the technical specifications of th;
10112;Surchauffe;Overtemperature;
26496;Contrôlez les caractéristiques technique;Check the technical specifications of th;
13504;Rupture de fil;Wire break;
29888;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
584;Limite supérieure dépassée;High limit exceeded;
16968;Contrôlez les caractéristiques technique;Check the technical specifications of th;
3976;Limite inférieure sous-dépassée;Low limit exceeded;
20360;Contrôlez les caractéristiques technique;Check the technical specifications of th;
7368;Erreur;Error;
23752;;;
10760;Simulation active;Simulation active;
27144;;;
14152;réservé;Reserved;
30536;;;
1232;réservé;Reserved;
17616;;;
4624;réservé;Reserved;
21008;;;
8016;réservé;Reserved;
24400;;;
11408;Paramètre manquant;Parameter missing;
27792;;;
14800;Erreur de parametrage;Parameter assignment error;
31184;;;
1880;Absence tension de capteur ou charge;Sensor or load voltage missing;
18264;;;
5272;Fusible defectueux;Fuse defective;
21656;;;
8664;Erreur de communication;Slot not addressable;
25048;;;
12056;Erreur de masse;Ground error;
28440;;;
15448;Erreur voie de reference;Reference channel error;
31832;;;
2528;Alarme processus perdue;Process interrupt lost;
18912;;;
5920;Attention;Warning;
22304;;;
9312;Arrêt;Shutoff;
25696;;;
12704;Arrêt de sécurité;Fail-safe shutoff;
29088;;;
16096;Defaut externe;external error;
32480;;;
3176;Defaut non specifie;ambiguous error;
19560;;;
6568;réservé;Reserved;
22952;;;
9960;Défaut 1 de l'actionn./du capt.;Actuator/sensor fault 1;
26344;;;
13352;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
29736;;;
432;Channel temporary error;Channel temporary error;
16816;;;
13280;Transmission de données impossible; @5W%t#et200pro-20110525@;Data transmission impossible; @5W%t#et200pro-20110525@;
29664;Aide : transmission de données impossibl;Help: Data transmission impossible; @5W%;
14976;Pas de connexion physique au port;No physical connection on port;
31360;Une surveillance de port a été configuré;Port monitoring was configured, there is;
14977;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
31361;"Support de transmission / Duplex" a été;"Transfer medium / duplex" was configure;
14978;Erreur à la vérification des données de câble;Error during cable data check;
31362;Causes possibles :
 - La longueur de câb;Possible causes:
 - The discovered cable;
360;Erreur partenaire; @5W%t#et200pro-20110525@;Remote mismatch; @5W%t#et200pro-20110525@;
16744;Aide : erreur partenaire; @5W%t#et200pro;Help: Remote mismatch; @5W%t#et200pro-20;
2056;Partenaire incorrect;Wrong partner;
18440;Une connexion de port a été configurée, ;A port interconnection was configured bu;
2057;Port partenaire incorrect;Wrong partner port;
18441;Une connexion de port a été configurée, ;A port interconnection was configured bu;
2058;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
18442;Causes possibles :
 - Autres erreurs de ;Possible causes:
 - Other communications;
2059;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
18443;"Support de transmission/Duplex" a été c;"Transmission medium/duplex" was configu;
2060;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
18444;Domaine MRP configuré ; la sélection loc;MRP domain was configured; the local set;
2061;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
18445;Une connexion de port a été configurée, ;A port interconnection was configured bu;
2062;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
18446;L'attribut MRRT  a été configuré; les op;The MRRT feature was configured; the loc;
2063;Différence à la détermination de longueur de câble;Difference in cable length measurement;
18447;"Support de transmission / Duplex" a été;"Transmission medium / Duplex" was confi;
2480;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
18864;Deux domaines Sync de même nom ont été c;Two sync domains with the same name were;
3752;Erreur de redondance de supports de transmission; @5W%t#et200pro-20110525@;Media redundancy mismatch; @5W%t#et200pro-20110525@;
20136;Aide : erreur de redondance de supports ;Help: Media redundancy mismatch; @5W%t#e;
5448;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
21832;Signifie que le gestionnaire de redondan;Indicates that the configured redundancy;
5449;Anneau ouvert;Ring opened;
21833;Indique que l'anneau est interrompu unil;Indicates that the ring has been interru;
5450;Redondance RT plus garantie;RT redundancy not effective;
21834;Indique que l'anneau n'est pas fermé pou;Indicates that the ring is not closed fo;
5451;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
21835;Indique que plusieurs appareils assument;Indicates that more than one device in t;
7144;Perte de synchronisation; @5W%t#et200pro-20110525@;Sync mismatch; @5W%t#et200pro-20110525@;
23528;Aide : perte de synchronisation; @5W%t#e;Help: Sync mismatch; @5W%t#et200pro-2011;
8840;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
25224;La station est un esclave Sync et n'est ;The station is a sync slave and it is no;
8843;Station non synchrone;Station not synchronized;
25227;La synchronisation se trouve hors de la ;Synchronization is outside the range of ;
10536;Erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;Isochronous mode mismatch; @5W%t#et200pro-20110525@;
26920;Aide : erreur de synchronisme d'horloge;;Help: Isochronous mode mismatch; @5W%t#e;
13928;Erreur Multicast CR; @5W%t#et200pro-20110525@;Multicast CR mismatch; @5W%t#et200pro-20110525@;
30312;Aide : Erreur CR Multicast; @5W%t#et200p;Help: Multicast CR mismatch; @5W%t#et200;
1008;réservé; @5W%t#et200pro-20110525@;Reserved; @5W%t#et200pro-20110525@;
17392;Aide : réservée; @5W%t#et200pro-20110525;Help: Reserved; @5W%t#et200pro-20110525@;
4400;Erreur fibre optique; @5W%t#et200pro-20110525@;Fiber optics mismatch; @5W%t#et200pro-20110525@;
20784;Aide : erreur fibre optique; @5W%t#et200;Help: Fiber optics mismatch; @5W%t#et200;
6096;Réserve système FO critique;FO link power margin critical;
22480;La réserve système FO se trouve en -dess;The FO link power margin is below the @2;
7792;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;Network component function mismatch; @5W%t#et200pro-20110525@;
24176;Aide : erreur de fonctionnement du compo;Help: Network component function mismatc;
9488;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
25872;@2D%1d@ paquets de données au minimum on;At least @2D%1d@ data packets were disca;
11184;Erreur d'horloge; @5W%t#et200pro-20110525@;Time mismatch; @5W%t#et200pro-20110525@;
27568;Aide : erreur de temporisation; @5W%t#et;Help: Time mismatch; @5W%t#et200pro-2011;
10136;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
26520;Un autre routeur par défaut a été config;A standard gateway has been configured f;
10137;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
26521;Un NameOfStation a déjà été configuré /a;A NameOfStation which is identical to th;
10138;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
26522;Une adresse IP a déjà été configurée/att;An IP address which is in the same subne;
1032;;;
17416;;;
4424;Court-circuit;Short circuit;
20808;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
7816;Sous-tension;Low voltage;
24200;Contrôlez l'alimentation en tension.;Verify the power supply.;
11208;Surtension;Overvoltage;
27592;Contrôlez l'alimentation en tension.;Verify the power supply.;
14600;Surcharge;Overload;
30984;Contrôlez les caractéristiques technique;Check the technical specifications of th;
1680;Surchauffe;Overtemperature;
18064;Contrôlez les caractéristiques technique;Check the technical specifications of th;
5072;Rupture de fil;Wire break;
21456;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
8464;Limite supérieure dépassée;High limit exceeded;
24848;Contrôlez les caractéristiques technique;Check the technical specifications of th;
11856;Limite inférieure sous-dépassée;Low limit exceeded;
28240;Contrôlez les caractéristiques technique;Check the technical specifications of th;
15248;Erreur;Error;
31632;;;
2328;Simulation active;Simulation active;
18712;;;
5720;réservé;Reserved;
22104;;;
9112;réservé;Reserved;
25496;;;
12504;réservé;Reserved;
28888;;;
15896;réservé;Reserved;
32280;;;
2976;Paramètre manquant;Parameter missing;
19360;;;
6368;Erreur de paramétrage;Parameter assignment error;
22752;Cause : paramètres de module incorrects.;Cause: Bad module parameter. Remedy: Che;
9760;Absence de tension capteur ou de charge;Power supply fault;
26144;Cause : absence de tension d'alimentatio;Cause: No power supply. Remedy: Check wi;
13152;Fusible defectueux;Fuse blown / open;
29536;Cause : surcharge. Solution : supprimez ;Cause: Overload. Remedy: Remove cause of;
232;Emplacement non accessible;Slot cannot be addressed;
16616;Cause : erreur de communication à cause ;Cause: Communication error with various ;
3624;Défaut à la masse;Ground fault;
20008;Cause : dépassement de la tension mode c;Cause: Common mode voltage exceeded or M;
7016;Erreur de voie de référence;Reference point list;
23400;Cause : erreur de voie de référence. Sol;Cause: Error on reference channel. Remed;
10408;Alarme de processus perdue;Process event lost / sampling error;
26792;Cause : alarme de processus. Solution : ;Cause: Hardware interrupt. Remedy: Chang;
13800;Avertissement actionneur;Threshold warning;
30184;Cause : actionneur signale un dépassemen;Cause: Actuator signaling a limit value ;
880;Coupure actionneur;Output disabled;
17264;Cause : problème d'actionneur détecté. S;Cause: Problem detected on actuator. Rem;
4272;Arrêt de sécurité;Safety event;
20656;Cause : erreur de voie détectée. Solutio;Cause: Error detected on channel. Remedy;
7664;Défaut externe;External fault;
24048;Cause : Erreur de capteur/actionneur dét;Cause: Problem detected on sensor/actuat;
11056;Défaut non spécifié;Unidentified error;
27440;Cause : ne peut être spécifiée. Solution;Cause: Cannot be specified in greater de;
14448;réservé;Reserved;
30832;;;
1528;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
17912;;;
4920;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
21304;;;
8312;Erreur temporaire;Temporary error;
24696;;;
4848;Transmission de données impossible; @5W%t#ErrTextLibExPN@;Data transmission impossible; @5W%t#ErrTextLibExPN@;
21232;Aide : transmission de données impossibl;Help: Data transmission impossible; @5W%;
6544;Pas de connexion physique au port;No physical connection on port;
22928;Une surveillance de port a été configuré;Port monitoring was configured, there is;
6545;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
22929;"Support de transmission / Duplex" a été;"Transfer medium / duplex" was configure;
6546;Erreur à la vérification des données de câble;Error during cable data check;
22930;Causes possibles :
 - La longueur de câb;Possible causes:
 - The discovered cable;
8240;Erreur partenaire; @5W%t#ErrTextLibExPN@;Remote mismatch; @5W%t#ErrTextLibExPN@;
24624;Aide : erreur partenaire; @5W%t#ErrTextL;Help: Remote mismatch; @5W%t#ErrTextLibE;
9936;Partenaire incorrect;Wrong partner;
26320;Une connexion de port a été configurée, ;A port interconnection was configured bu;
9937;Port partenaire incorrect;Wrong partner port;
26321;Une connexion de port a été configurée, ;A port interconnection was configured bu;
9938;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
26322;Causes possibles :
 - Autres erreurs de ;Possible causes:
 - Other communications;
9939;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
26323;"Support de transmission/Duplex" a été c;"Transmission medium/duplex" was configu;
9940;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
26324;Domaine MRP configuré ; la sélection loc;MRP domain was configured; the local set;
9941;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
26325;Une connexion de port a été configurée, ;A port interconnection was configured bu;
9942;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
26326;L'attribut MRRT  a été configuré; les op;The MRRT feature was configured; the loc;
9943;Différence à la détermination de longueur de câble;Difference in cable length measurement;
26327;"Support de transmission / Duplex" a été;"Transmission medium / Duplex" was confi;
10360;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
26744;Deux domaines Sync de même nom ont été c;Two sync domains with the same name were;
11632;Erreur de redondance de supports de transmission; @5W%t#ErrTextLibExPN@;Media redundancy mismatch; @5W%t#ErrTextLibExPN@;
28016;Aide : erreur de redondance de supports ;Help: Media redundancy mismatch; @5W%t#E;
13328;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
29712;Signifie que le gestionnaire de redondan;Indicates that the configured redundancy;
13329;Anneau ouvert;Ring opened;
29713;Indique que l'anneau est interrompu unil;Indicates that the ring has been interru;
13330;Redondance RT plus garantie;RT redundancy not effective;
29714;Indique que l'anneau n'est pas fermé pou;Indicates that the ring is not closed fo;
13331;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
29715;Indique que plusieurs appareils assument;Indicates that more than one device in t;
15024;Perte de synchronisation; @5W%t#ErrTextLibExPN@;Sync mismatch; @5W%t#ErrTextLibExPN@;
31408;Aide : perte de synchronisation; @5W%t#E;Help: Sync mismatch; @5W%t#ErrTextLibExP;
408;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
16792;La station est un esclave Sync et n'est ;The station is a sync slave and it is no;
411;Station non synchrone;Station not synchronized;
16795;La synchronisation se trouve hors de la ;Synchronization is outside the range of ;
2104;Erreur de synchronisme d'horloge; @5W%t#ErrTextLibExPN@;Isochronous mode mismatch; @5W%t#ErrTextLibExPN@;
18488;Aide : erreur de synchronisme d'horloge;;Help: Isochronous mode mismatch; @5W%t#E;
5496;Erreur Multicast CR; @5W%t#ErrTextLibExPN@;Multicast CR mismatch; @5W%t#ErrTextLibExPN@;
21880;Aide : Erreur CR Multicast; @5W%t#ErrTex;Help: Multicast CR mismatch; @5W%t#ErrTe;
8888;réservé; @5W%t#ErrTextLibExPN@;Reserved; @5W%t#ErrTextLibExPN@;
25272;Aide : réservée; @5W%t#ErrTextLibExPN@;Help: Reserved; @5W%t#ErrTextLibExPN@;
12280;Erreur fibre optique; @5W%t#ErrTextLibExPN@;Fiber optics mismatch; @5W%t#ErrTextLibExPN@;
28664;Aide : erreur fibre optique; @5W%t#ErrTe;Help: Fiber optics mismatch; @5W%t#ErrTe;
13976;Réserve système FO critique;FO link power margin critical;
30360;La réserve système FO se trouve en -dess;The FO link power margin is below the @2;
15672;Erreur de fonctionnement du composant réseau; @5W%t#ErrTextLibExPN@;Network component function mismatch; @5W%t#ErrTextLibExPN@;
32056;Aide : erreur de fonctionnement du compo;Help: Network component function mismatc;
1056;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
17440;@2D%1d@ paquets de données au minimum on;At least @2D%1d@ data packets were disca;
2752;Erreur d'horloge; @5W%t#ErrTextLibExPN@;Time mismatch; @5W%t#ErrTextLibExPN@;
19136;Aide : erreur de temporisation; @5W%t#Er;Help: Time mismatch; @5W%t#ErrTextLibExP;
1704;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
18088;Un autre routeur par défaut a été config;A standard gateway has been configured f;
1705;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
18089;Un NameOfStation a déjà été configuré /a;A NameOfStation which is identical to th;
1706;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
18090;Une adresse IP a déjà été configurée/att;An IP address which is in the same subne;
8976;;;
25360;;;
12368;Court-circuit;Short circuit;
28752;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
15760;Sous-tension;Low voltage;
32144;Contrôlez l'alimentation en tension.;Verify the power supply.;
2840;Surtension;Overvoltage;
19224;Contrôlez l'alimentation en tension.;Verify the power supply.;
6232;Surcharge;Overload;
22616;Contrôlez les caractéristiques technique;Check the technical specifications of th;
9624;Surchauffe;Overtemperature;
26008;Contrôlez les caractéristiques technique;Check the technical specifications of th;
13016;Rupture de fil;Wire break;
29400;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
96;Limite supérieure dépassée;High limit exceeded;
16480;Contrôlez les caractéristiques technique;Check the technical specifications of th;
3488;Limite inférieure sous-dépassée;Low limit exceeded;
19872;Contrôlez les caractéristiques technique;Check the technical specifications of th;
6880;Erreur;Error;
23264;;;
10272;Simulation active;Simulation active;
26656;;;
13664;réservé;Reserved;
30048;;;
744;réservé;Reserved;
17128;;;
4136;réservé;Reserved;
20520;;;
7528;réservé;Reserved;
23912;;;
10920;Paramètre manquant;Parameter missing;
27304;;;
14312;Erreur de paramétrage;Parameter assignment error;
30696;Cause : paramètres de module incorrects.;Cause: Bad module parameter. Remedy: Che;
1392;Absence de tension capteur ou de charge;Power supply fault;
17776;Cause : absence de tension d'alimentatio;Cause: No power supply. Remedy: Check wi;
4784;Fusible defectueux;Fuse blown / open;
21168;Cause : surcharge. Solution : supprimez ;Cause: Overload. Remedy: Remove cause of;
8176;Emplacement non accessible;Slot cannot be addressed;
24560;Cause : erreur de communication à cause ;Cause: Communication error with various ;
11568;Défaut à la masse;Ground fault;
27952;Cause : dépassement de la tension mode c;Cause: Common mode voltage exceeded or M;
14960;Erreur de voie de référence;Reference point list;
31344;Cause : erreur de voie de référence. Sol;Cause: Error on reference channel. Remed;
2040;Alarme de processus perdue;Process event lost / sampling error;
18424;Cause : alarme de processus. Solution : ;Cause: Hardware interrupt. Remedy: Chang;
5432;Avertissement actionneur;Threshold warning;
21816;Cause : actionneur signale un dépassemen;Cause: Actuator signaling a limit value ;
8824;Coupure actionneur;Output disabled;
25208;Cause : problème d'actionneur détecté. S;Cause: Problem detected on actuator. Rem;
12216;Arrêt de sécurité;Safety event;
28600;Cause : erreur de voie détectée. Solutio;Cause: Error detected on channel. Remedy;
15608;Défaut externe;External fault;
31992;Cause : Erreur de capteur/actionneur dét;Cause: Problem detected on sensor/actuat;
2688;Défaut non spécifié;Unidentified error;
19072;Cause : ne peut être spécifiée. Solution;Cause: Cannot be specified in greater de;
6080;réservé;Reserved;
22464;;;
9472;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
25856;;;
12864;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
29248;;;
16256;Erreur temporaire;Temporary error;
32640;;;
12792;Transmission de données impossible; @5W%t#PNPNIOC-20110429@;Data transmission impossible; @5W%t#PNPNIOC-20110429@;
29176;Aide : transmission de données impossibl;Help: Data transmission impossible; @5W%;
14488;Pas de connexion physique au port;No physical connection on port;
30872;Une surveillance de port a été configuré;Port monitoring was configured, there is;
14489;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
30873;"Support de transmission / Duplex" a été;"Transfer medium / duplex" was configure;
14490;Erreur à la vérification des données de câble;Error during cable data check;
30874;Causes possibles :
 - La longueur de câb;Possible causes:
 - The discovered cable;
16184;Erreur partenaire; @5W%t#PNPNIOC-20110429@;Remote mismatch; @5W%t#PNPNIOC-20110429@;
32568;Aide : erreur partenaire; @5W%t#PNPNIOC-;Help: Remote mismatch; @5W%t#PNPNIOC-201;
1568;Partenaire incorrect;Wrong partner;
17952;Une connexion de port a été configurée, ;A port interconnection was configured bu;
1569;Port partenaire incorrect;Wrong partner port;
17953;Une connexion de port a été configurée, ;A port interconnection was configured bu;
1570;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
17954;Causes possibles :
 - Autres erreurs de ;Possible causes:
 - Other communications;
1571;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
17955;"Support de transmission/Duplex" a été c;"Transmission medium/duplex" was configu;
1572;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
17956;Domaine MRP configuré ; la sélection loc;MRP domain was configured; the local set;
1573;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
17957;Une connexion de port a été configurée, ;A port interconnection was configured bu;
1574;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
17958;L'attribut MRRT  a été configuré; les op;The MRRT feature was configured; the loc;
1575;Différence à la détermination de longueur de câble;Difference in cable length measurement;
17959;"Support de transmission / Duplex" a été;"Transmission medium / Duplex" was confi;
1992;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
18376;Deux domaines Sync de même nom ont été c;Two sync domains with the same name were;
3264;Erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;
19648;Aide : erreur de redondance de supports ;Help: Media redundancy mismatch; @5W%t#P;
4960;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
21344;Signifie que le gestionnaire de redondan;Indicates that the configured redundancy;
4961;Anneau ouvert;Ring opened;
21345;Indique que l'anneau est interrompu unil;Indicates that the ring has been interru;
4962;Redondance RT plus garantie;RT redundancy not effective;
21346;Indique que l'anneau n'est pas fermé pou;Indicates that the ring is not closed fo;
4963;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
21347;Indique que plusieurs appareils assument;Indicates that more than one device in t;
6656;Perte de synchronisation; @5W%t#PNPNIOC-20110429@;Sync mismatch; @5W%t#PNPNIOC-20110429@;
23040;Aide : perte de synchronisation; @5W%t#P;Help: Sync mismatch; @5W%t#PNPNIOC-20110;
8352;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
24736;La station est un esclave Sync et n'est ;The station is a sync slave and it is no;
8355;Station non synchrone;Station not synchronized;
24739;La synchronisation se trouve hors de la ;Synchronization is outside the range of ;
10048;Erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;
26432;Aide : erreur de synchronisme d'horloge;;Help: Isochronous mode mismatch; @5W%t#P;
13440;Erreur Multicast CR; @5W%t#PNPNIOC-20110429@;Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;
29824;Aide : Erreur CR Multicast; @5W%t#PNPNIO;Help: Multicast CR mismatch; @5W%t#PNPNI;
520;réservé; @5W%t#PNPNIOC-20110429@;Reserved; @5W%t#PNPNIOC-20110429@;
16904;Aide : réservée; @5W%t#PNPNIOC-20110429@;Help: Reserved; @5W%t#PNPNIOC-20110429@;
3912;Erreur fibre optique; @5W%t#PNPNIOC-20110429@;Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;
20296;Aide : erreur fibre optique; @5W%t#PNPNI;Help: Fiber optics mismatch; @5W%t#PNPNI;
5608;Réserve système FO critique;FO link power margin critical;
21992;La réserve système FO se trouve en -dess;The FO link power margin is below the @2;
7304;Erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;Network component function mismatch; @5W%t#PNPNIOC-20110429@;
23688;Aide : erreur de fonctionnement du compo;Help: Network component function mismatc;
8;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
