//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;;
$_Languages;;;;
19520;Causa: Se ha detectado un fallo en el se;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
6528;Error no definido;Unidentified error;Défaut non spécifié;
22912;Causa: No se puede especificar con detal;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
9920;Reservado;Reserved;réservé;
26304;;;;
13312;Fallo 1 en actuador / sensor;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
29696;;;;
392;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
16776;;;;
3784;Fallo temporal;Temporary error;Erreur temporaire;
20168;;;;
320;Transferencia de datos imposible; @5W%t#ML-V2.25-Festo-CPX-20110809@;Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;Transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;
16704;Ayuda: Transferencia de datos imposible;;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
2016;No hay conexión física en el puerto;No physical connection on port;Pas de connexion physique au port;
18400;Se ha configurado la vigilancia del puer;Port monitoring was configured, there is;Une surveillance de port a été configuré;
2017;Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
18401;"Soporte de transferencia / dúplex" se h;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
2018;Error al comprobar los datos de línea;Error during cable data check;Erreur à la vérification des données de câble;
18402;Causas posibles:
 - La longitud de línea;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
3712;Error en el partner; @5W%t#ML-V2.25-Festo-CPX-20110809@;Remote mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Erreur partenaire; @5W%t#ML-V2.25-Festo-CPX-20110809@;
20096;Ayuda: Error en el partner; @5W%t#ML-V2.;Help: Remote mismatch; @5W%t#ML-V2.25-Fe;Aide : erreur partenaire; @5W%t#ML-V2.25;
5408;Partner incorrecto;Wrong partner;Partenaire incorrect;
21792;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
5409;Puerto partner erróneo;Wrong partner port;Port partenaire incorrect;
21793;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
5410;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
21794;Causas posibles:
 - Otros errores de com;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
5411;Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
21795;Se ha configurado el "Medio de transmisi;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
5412;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
21796;Se ha configurado un dominio MRP, pero l;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
5413;Imposible detectar el vecino;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
21797;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
5414;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
21798;Se ha configurado la característica MRRT;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
5415;Diferencia al determinar la longitud del cable;Difference in cable length measurement;Différence à la détermination de longueur de câble;
21799;Se ha configurado "Soporte de transferen;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
5832;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
22216;En la subred Ethernet se han configurado;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
7104;Error de redundancia de medios; @5W%t#ML-V2.25-Festo-CPX-20110809@;Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20110809@;
23488;Ayuda: Redundancia de medios; @5W%t#ML-V;Help: Media redundancy mismatch; @5W%t#M;Aide : erreur de redondance de supports ;
8800;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
25184;Indica que el manager de redundancia asu;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
8801;Anillo abierto;Ring opened;Anneau ouvert;
25185;Indica que el anillo se ha interrumpido ;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
8802;Redundancia RT no garantizada;RT redundancy not effective;Redondance RT plus garantie;
25186;Indica que el anillo para la comunicació;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
8803;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
25187;Indica que en el anillo se encuentran va;Indicates that more than one device in t;Indique que plusieurs appareils assument;
10496;Pérdida de sincronización; @5W%t#ML-V2.25-Festo-CPX-20110809@;Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20110809@;
26880;Ayuda: Pérdida de sincronización; @5W%t#;Help: Sync mismatch; @5W%t#ML-V2.25-Fest;Aide : perte de synchronisation; @5W%t#M;
12192;No se sincroniza el SyncSlave;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
28576;El equipo es un SyncSlave y no se sincro;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
12195;Equipo no síncrono;Station not synchronized;Station non synchrone;
28579;La sincronización está fuera del rango d;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
13888;Error de modo isócrono; @5W%t#ML-V2.25-Festo-CPX-20110809@;Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20110809@;
30272;Ayuda: Error de modo isócrono; @5W%t#ML-;Help: Isochronous mode mismatch; @5W%t#M;Aide : erreur de synchronisme d'horloge;;
968;Error CR multicast; @5W%t#ML-V2.25-Festo-CPX-20110809@;Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Erreur Multicast CR; @5W%t#ML-V2.25-Festo-CPX-20110809@;
17352;Ayuda: Error CR multicast; @5W%t#ML-V2.2;Help: Multicast CR mismatch; @5W%t#ML-V2;Aide : Erreur CR Multicast; @5W%t#ML-V2.;
4360;Reservado; @5W%t#ML-V2.25-Festo-CPX-20110809@;Reserved; @5W%t#ML-V2.25-Festo-CPX-20110809@;réservé; @5W%t#ML-V2.25-Festo-CPX-20110809@;
20744;Ayuda: Ayuda; @5W%t#ML-V2.25-Festo-CPX-2;Help: Reserved; @5W%t#ML-V2.25-Festo-CPX;Aide : réservée; @5W%t#ML-V2.25-Festo-CP;
7752;Error fibra óptica; @5W%t#ML-V2.25-Festo-CPX-20110809@;Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20110809@;
24136;Ayuda: Error fibra óptica; @5W%t#ML-V2.2;Help: Fiber optics mismatch; @5W%t#ML-V2;Aide : erreur fibre optique; @5W%t#ML-V2;
9448;Reserva de sistema de fibra óptica crítica;FO link power margin critical;Réserve système FO critique;
25832;La reserva de sistema FO se encuentra po;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
11144;Error de función del componente de red; @5W%t#ML-V2.25-Festo-CPX-20110809@;Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20110809@;
27528;Ayuda: Error de función del componente d;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
12840;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
29224;Como mínimo @2D%1d@ paquetes de datos ha;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
14536;Error de tiempo; @5W%t#ML-V2.25-Festo-CPX-20110809@;Time mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;Erreur d'horloge; @5W%t#ML-V2.25-Festo-CPX-20110809@;
30920;Ayuda: Error de tiempo; @5W%t#ML-V2.25-F;Help: Time mismatch; @5W%t#ML-V2.25-Fest;Aide : erreur de temporisation; @5W%t#ML;
13488;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
29872;Se ha configurado un gateway predetermin;A standard gateway has been configured f;Un autre routeur par défaut a été config;
13489;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
29873;Para otra interfaz de este módulo ya se ;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
13490;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
29874;Para otra interfaz ya se ha configurado/;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
12264;No error;No error;No error;
28648;Help;Help;Help;
12266;General diagnosis;General diagnosis;General diagnosis;
28650;Help;Help;Help;
12268;Short circuit;Short circuit;Short circuit;
28652;Help;Help;Help;
12270;Wire fracture/idling current I/O;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
28654;Help;Help;Help;
12688;Short circuit in actuator supply;Short circuit in actuator supply;Short circuit in actuator supply;
29072;Help;Help;Help;
12690;Undervoltage in power supply;Undervoltage in power supply;Undervoltage in power supply;
29074;Help;Help;Help;
12692;Unknown CBUS error (6);Unknown CBUS error (6);Unknown CBUS error (6);
29076;Help;Help;Help;
12694;Unknown CBUS error (7);Unknown CBUS error (7);Unknown CBUS error (7);
29078;Help;Help;Help;
13112;Unknown CBUS error (8);Unknown CBUS error (8);Unknown CBUS error (8);
29496;Help;Help;Help;
13114;Lower limit exceeded;Lower limit exceeded;Lower limit exceeded;
29498;Help;Help;Help;
13116;Upper limit exceeded;Upper limit exceeded;Upper limit exceeded;
29500;Help;Help;Help;
13118;Short circuit valve;Short circuit valve;Short circuit valve;
29502;Help;Help;Help;
13536;Pilot valve function warning;Pilot valve function warning;Pilot valve function warning;
29920;Help;Help;Help;
13538;Wire fracture (open load);Wire fracture (open load);Wire fracture (open load);
29922;Help;Help;Help;
13540;Condition counter exceeded;Condition counter exceeded;Condition counter exceeded;
29924;Help;Help;Help;
13542;Module/channel failure;Module/channel failure;Module/channel failure;
29926;Help;Help;Help;
13960;Module code incorrect;Module code incorrect;Module code incorrect;
30344;Help;Help;Help;
13962;I/O length incorrect;I/O length incorrect;I/O length incorrect;
30346;Help;Help;Help;
13964;Address range exceeded;Address range exceeded;Address range exceeded;
30348;Help;Help;Help;
13966;Life cycle exceeded;Life cycle exceeded;Life cycle exceeded;
30350;Help;Help;Help;
14384;Fault in parametrizing signal range;Fault in parametrizing signal range;Fault in parametrizing signal range;
30768;Help;Help;Help;
14386;Fault in parametrizing data format;Fault in parametrizing data format;Fault in parametrizing data format;
30770;Help;Help;Help;
14388;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
30772;Help;Help;Help;
14390;Fault in filter meas.value;Fault in filter meas.value;Fault in filter meas.value;
30774;Help;Help;Help;
14808;Fault in parametrizing lower limit;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
31192;Help;Help;Help;
14810;Fault in parametrizing upper limit;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
31194;Help;Help;Help;
14812;Fault in actuator supply;Fault in actuator supply;Fault in actuator supply;
31196;Help;Help;Help;
14814;Wrong device type mounted;Wrong device type mounted;Wrong device type mounted;
31198;Help;Help;Help;
15232;Alarm value reached;Alarm value reached;Alarm value reached;
31616;Help;Help;Help;
15234;Fault in parametrizing;Fault in parametrizing;Fault in parametrizing;
31618;Help;Help;Help;
15236;No new output data (slave);No new output data (slave);No new output data (slave);
31620;Help;Help;Help;
15238;No bus connection (slave);No bus connection (slave);No bus connection (slave);
31622;Help;Help;Help;
15656;No STI read access (slave);No STI read access (slave);No STI read access (slave);
32040;Help;Help;Help;
15658;No parameter access (slave);No parameter access (slave);No parameter access (slave);
32042;Help;Help;Help;
15660;CP module lost / fault;CP module lost / fault;CP module lost / fault;
32044;Help;Help;Help;
15662;CP configuration failure;CP configuration failure;CP configuration failure;
32046;Help;Help;Help;
16080;Short circuit CP-line;Short circuit CP-line;Short circuit CP-line;
32464;Help;Help;Help;
16082;Fault in controlling;Fault in controlling;Fault in controlling;
32466;Help;Help;Help;
16084;Missing valve;Missing valve;Missing valve;
32468;Help;Help;Help;
16086;Maintanance required;Maintanance required;Maintanance required;
32470;Help;Help;Help;
192;Life Guard;Life Guard;Life Guard;
16576;Help;Help;Help;
194;Heart Beat;Heart Beat;Heart Beat;
16578;Help;Help;Help;
196;Com Cycle Period (Sync);Com Cycle Period (Sync);Com Cycle Period (Sync);
16580;Help;Help;Help;
198;CAN Overrun (Objects lost);CAN Overrun (Objects lost);CAN Overrun (Objects lost);
16582;Help;Help;Help;
616;Invalid PDO received;Invalid PDO received;Invalid PDO received;
17000;Help;Help;Help;
618;CAN WarnLimit reached;CAN WarnLimit reached;CAN WarnLimit reached;
17002;Help;Help;Help;
620;CAN recovered from BusOff;CAN recovered from BusOff;CAN recovered from BusOff;
17004;Help;Help;Help;
622;Bus Power lost;Bus Power lost;Bus Power lost;
17006;Help;Help;Help;
1040;Fault in Calibration;Fault in Calibration;Fault in Calibration;
17424;Help;Help;Help;
1042;Lower drop out signal;Lower drop out signal;Lower drop out signal;
17426;Help;Help;Help;
1044;Upper drop out signal;Upper drop out signal;Upper drop out signal;
17428;Help;Help;Help;
1046;Sensor limit exceeded;Sensor limit exceeded;Sensor limit exceeded;
17430;Help;Help;Help;
1464;Short circuit cold junction comp.;Short circuit cold junction comp.;Short circuit cold junction comp.;
17848;Help;Help;Help;
1466;Open load cold junction comp.;Open load cold junction comp.;Open load cold junction comp.;
17850;Help;Help;Help;
1468;Calibration data incorrect;Calibration data incorrect;Calibration data incorrect;
17852;Help;Help;Help;
1470;Invalid process value;Invalid process value;Invalid process value;
17854;Help;Help;Help;
1888;Short circuit I-Port;Short circuit I-Port;Short circuit I-Port;
18272;Help;Help;Help;
1890;Device missing / failure;Device missing / failure;Device missing / failure;
18274;Help;Help;Help;
1892;I-Port configuration error;I-Port configuration error;I-Port configuration error;
18276;Help;Help;Help;
1894;Input overload;Input overload;Input overload;
18278;Help;Help;Help;
2312;Signal underflow/overflow;Signal underflow/overflow;Signal underflow/overflow;
18696;Help;Help;Help;
2314;Overvoltage in power supply;Overvoltage in power supply;Overvoltage in power supply;
18698;Help;Help;Help;
2736;Number of Modules incorrect;Number of Modules incorrect;Number of Modules incorrect;
19120;Help;Help;Help;
2738;F_Dest_Add mismatch;F_Dest_Add mismatch;F_Dest_Add mismatch;
19122;Help;Help;Help;
2740;F-Communication fault;F-Communication fault;F-Communication fault;
19124;Help;Help;Help;
2742;F-Communication timeout;F-Communication timeout;F-Communication timeout;
19126;Help;Help;Help;
3160;Leakage current;Leakage current;Leakage current;
19544;Help;Help;Help;
3162;F-Parameter fault;F-Parameter fault;F-Parameter fault;
19546;Help;Help;Help;
3164;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
19548;Help;Help;Help;
3166;CC-L: Bus connection lost;CC-L: Bus connection lost;CC-L: Bus connection lost;
19550;Help;Help;Help;
4012;Value out of range;Value out of range;Value out of range;
20396;Help;Help;Help;
4432;Function failure;Function failure;Function failure;
20816;Help;Help;Help;
6552;Configuration error;Configuration error;Configuration error;
22936;Help;Help;Help;
6554;Execution error;Execution error;Execution error;
22938;Help;Help;Help;
6556;Record error;Record error;Record error;
22940;Help;Help;Help;
6558;Control error;Control error;Control error;
22942;Help;Help;Help;
6976;System error A;System error A;System error A;
23360;Help;Help;Help;
6978;System error B;System error B;System error B;
23362;Help;Help;Help;
6980;Error in valve;Error in valve;Error in valve;
23364;Help;Help;Help;
6982;Controller error;Controller error;Controller error;
23366;Help;Help;Help;
7400;Encoder error;Encoder error;Encoder error;
23784;Help;Help;Help;
7402;Error motor or power stage;Error motor or power stage;Error motor or power stage;
23786;Help;Help;Help;
7830;Subsystem module/channel failure;Subsystem module/channel failure;Subsystem module/channel failure;
24214;Help;Help;Help;
9520;Switch unit defective;Switch unit defective;Switch unit defective;
25904;Help;Help;Help;
9522;CBUS asic not ready;CBUS asic not ready;CBUS asic not ready;
25906;Help;Help;Help;
9524;CPU Hardware Trap;CPU Hardware Trap;CPU Hardware Trap;
25908;Help;Help;Help;
9526;CBUS C-manager not ready;CBUS C-manager not ready;CBUS C-manager not ready;
25910;Help;Help;Help;
9944;Watchdog overflow;Watchdog overflow;Watchdog overflow;
26328;Help;Help;Help;
9946;Remanent memory defective;Remanent memory defective;Remanent memory defective;
26330;Help;Help;Help;
9948;Flash system memory defective;Flash system memory defective;Flash system memory defective;
26332;Help;Help;Help;
9950;Number of mod.params.more than 64;Number of mod.params.more than 64;Number of mod.params.more than 64;
26334;Help;Help;Help;
10368;Slave not ready;Slave not ready;Slave not ready;
26752;Help;Help;Help;
10370;CBUS diagnostic telegram;CBUS diagnostic telegram;CBUS diagnostic telegram;
26754;Help;Help;Help;
10372;CBUS init fault (gap);CBUS init fault (gap);CBUS init fault (gap);
26756;Help;Help;Help;
10374;Order queue full;Order queue full;Order queue full;
26758;Help;Help;Help;
10792;CBUS-EEPROM error;CBUS-EEPROM error;CBUS-EEPROM error;
27176;Help;Help;Help;
10794;CBUS C-timeout error;CBUS C-timeout error;CBUS C-timeout error;
27178;Help;Help;Help;
10796;CBUS telegram fault;CBUS telegram fault;CBUS telegram fault;
27180;Help;Help;Help;
10798;BIU access error;BIU access error;BIU access error;
27182;Help;Help;Help;
11216;Licence error;Licence error;Licence error;
27600;Help;Help;Help;
11218;Built-in self test failed;Built-in self test failed;Built-in self test failed;
27602;Help;Help;Help;
11644;NETOS fatal error;NETOS fatal error;NETOS fatal error;
28028;Help;Help;Help;
840;Fault param.transfer module n;Fault param.transfer module n;Fault param.transfer module n;
17224;Help;Help;Help;
842;Invalid field bus address;Invalid field bus address;Invalid field bus address;
17226;Help;Help;Help;
844;Protokoll Asic not ready;Protokoll Asic not ready;Protokoll Asic not ready;
17228;Help;Help;Help;
846;MMI serves CBUS module;MMI serves CBUS module;MMI serves CBUS module;
17230;Help;Help;Help;
1264;Invalid setting switch unit;Invalid setting switch unit;Invalid setting switch unit;
17648;Help;Help;Help;
1266;Module set to default values;Module set to default values;Module set to default values;
17650;Help;Help;Help;
6358;Unknown error (255);Unknown error (255);Unknown error (255);
22742;Help;Help;Help;
11442;CPX critical system error;CPX critical system error;CPX critical system error;
27826;Help;Help;Help;
5368;;;;
21752;;;;
8760;Cortocircuito;Short circuit;Court-circuit;
25144;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
12152;Baja tensión;Low voltage;Sous-tension;
28536;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
15544;Sobretensión;Overvoltage;Surtension;
31928;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
2624;Sobrecarga;Overload;Surcharge;
19008;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
6016;Sobretemperatura;Overtemperature;Surchauffe;
22400;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
9408;Rotura de hilo;Wire break;Rupture de fil;
25792;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
12800;Límite superior excedido;High limit exceeded;Limite supérieure dépassée;
29184;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
16192;Límite inferior excedido;Low limit exceeded;Limite inférieure sous-dépassée;
32576;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
3272;Fallo;Error;Erreur;
19656;;;;
6664;Simulación activa;Simulation active;Simulation active;
23048;;;;
10056;Reservado;Reserved;réservé;
26440;;;;
13448;Reservado;Reserved;réservé;
29832;;;;
528;Reservado;Reserved;réservé;
16912;;;;
3920;Reservado;Reserved;réservé;
20304;;;;
7312;Falta el parámetro;Parameter missing;Paramètre manquant;
23696;;;;
10704;Error de parametrización;Parameter assignment error;Erreur de paramétrage;
27088;Causa: Parámetros de módulo incorrectos.;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
14096;Falta tensión de sensores o de carga;Power supply fault;Absence de tension capteur ou de charge;
30480;Causa: Falta tensión de carga. Solución:;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
1176;Fusible defectuoso;Fuse blown / open;Fusible defectueux;
17560;Causa: Sobrecarga. Solución: Eliminar la;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
4568;El slot no responde;Slot cannot be addressed;Emplacement non accessible;
20952;Causa: Error de comunicación de diferent;Cause: Communication error with various ;Cause : erreur de communication à cause ;
7960;Defecto a masa;Ground fault;Défaut à la masse;
24344;Causa: Tensión en modo común rebasada o ;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
11352;Error del canal de referencia;Reference point list;Erreur de voie de référence;
27736;Causa: Error en el canal de referencia. ;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
14744;Alarma de proceso perdida;Process event lost / sampling error;Alarme de processus perdue;
31128;Causa: Alarma de proceso. Solución: Camb;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
1824;Advertencia de actuador;Threshold warning;Avertissement actionneur;
18208;Causa: El actuador notifica el rebase de;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
5216;Desconexión de actuador;Output disabled;Coupure actionneur;
21600;Causa: Se ha detectado un problema con e;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
8608;Desconexión orientada a seguridad;Safety event;Arrêt de sécurité;
24992;Causa: Se ha detectado un fallo en el ca;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
12000;Error externo;External fault;Défaut externe;
28384;Causa: Se ha detectado un fallo en el se;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
15392;Error no definido;Unidentified error;Défaut non spécifié;
31776;Causa: No se puede especificar con detal;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
2472;Reservado;Reserved;réservé;
18856;;;;
5864;Fallo 1 en actuador / sensor;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
22248;;;;
9256;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
25640;;;;
12648;Fallo temporal;Temporary error;Erreur temporaire;
29032;;;;
9184;Transferencia de datos imposible; @5W%t#RF180C-20100329@;Data transmission impossible; @5W%t#RF180C-20100329@;Transmission de données impossible; @5W%t#RF180C-20100329@;
25568;Ayuda: Transferencia de datos imposible;;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
10880;No hay conexión física en el puerto;No physical connection on port;Pas de connexion physique au port;
27264;Se ha configurado la vigilancia del puer;Port monitoring was configured, there is;Une surveillance de port a été configuré;
10881;Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
27265;"Soporte de transferencia / dúplex" se h;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
10882;Error al comprobar los datos de línea;Error during cable data check;Erreur à la vérification des données de câble;
27266;Causas posibles:
 - La longitud de línea;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
12576;Error en el partner; @5W%t#RF180C-20100329@;Remote mismatch; @5W%t#RF180C-20100329@;Erreur partenaire; @5W%t#RF180C-20100329@;
28960;Ayuda: Error en el partner; @5W%t#RF180C;Help: Remote mismatch; @5W%t#RF180C-2010;Aide : erreur partenaire; @5W%t#RF180C-2;
14272;Partner incorrecto;Wrong partner;Partenaire incorrect;
30656;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
14273;Puerto partner erróneo;Wrong partner port;Port partenaire incorrect;
30657;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
14274;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
30658;Causas posibles:
 - Otros errores de com;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
14275;Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
30659;Se ha configurado el "Medio de transmisi;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
14276;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
30660;Se ha configurado un dominio MRP, pero l;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
14277;Imposible detectar el vecino;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
30661;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
14278;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
30662;Se ha configurado la característica MRRT;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
14279;Diferencia al determinar la longitud del cable;Difference in cable length measurement;Différence à la détermination de longueur de câble;
30663;Se ha configurado "Soporte de transferen;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
14696;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
31080;En la subred Ethernet se han configurado;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
15968;Error de redundancia de medios; @5W%t#RF180C-20100329@;Media redundancy mismatch; @5W%t#RF180C-20100329@;Erreur de redondance de supports de transmission; @5W%t#RF180C-20100329@;
32352;Ayuda: Redundancia de medios; @5W%t#RF18;Help: Media redundancy mismatch; @5W%t#R;Aide : erreur de redondance de supports ;
1352;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
17736;Indica que el manager de redundancia asu;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
1353;Anillo abierto;Ring opened;Anneau ouvert;
17737;Indica que el anillo se ha interrumpido ;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
1354;Redundancia RT no garantizada;RT redundancy not effective;Redondance RT plus garantie;
17738;Indica que el anillo para la comunicació;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
1355;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
17739;Indica que en el anillo se encuentran va;Indicates that more than one device in t;Indique que plusieurs appareils assument;
3048;Pérdida de sincronización; @5W%t#RF180C-20100329@;Sync mismatch; @5W%t#RF180C-20100329@;Perte de synchronisation; @5W%t#RF180C-20100329@;
19432;Ayuda: Pérdida de sincronización; @5W%t#;Help: Sync mismatch; @5W%t#RF180C-201003;Aide : perte de synchronisation; @5W%t#R;
4744;No se sincroniza el SyncSlave;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
21128;El equipo es un SyncSlave y no se sincro;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
