//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;;
$_Languages;;;;
11412;Condition counter exceeded;Condition counter exceeded;Condition counter exceeded;
27796;Help;Help;Help;
11414;Module/channel failure;Module/channel failure;Module/channel failure;
27798;Help;Help;Help;
11424;Module code incorrect;Module code incorrect;Module code incorrect;
27808;Help;Help;Help;
11426;I/O length incorrect;I/O length incorrect;I/O length incorrect;
27810;Help;Help;Help;
11428;Address range exceeded;Address range exceeded;Address range exceeded;
27812;Help;Help;Help;
11430;Life cycle exceeded;Life cycle exceeded;Life cycle exceeded;
27814;Help;Help;Help;
11440;Fault in parametrizing signal range;Fault in parametrizing signal range;Fault in parametrizing signal range;
27824;Help;Help;Help;
11442;Fault in parametrizing data format;Fault in parametrizing data format;Fault in parametrizing data format;
27826;Help;Help;Help;
11444;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
27828;Help;Help;Help;
11446;Fault in filter meas.value;Fault in filter meas.value;Fault in filter meas.value;
27830;Help;Help;Help;
11456;Fault in parametrizing lower limit;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
27840;Help;Help;Help;
11458;Fault in parametrizing upper limit;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
27842;Help;Help;Help;
11460;Fault in actuator supply;Fault in actuator supply;Fault in actuator supply;
27844;Help;Help;Help;
11462;Wrong device type mounted;Wrong device type mounted;Wrong device type mounted;
27846;Help;Help;Help;
11472;Alarm value reached;Alarm value reached;Alarm value reached;
27856;Help;Help;Help;
11474;Fault in parametrizing;Fault in parametrizing;Fault in parametrizing;
27858;Help;Help;Help;
11476;No new output data (slave);No new output data (slave);No new output data (slave);
27860;Help;Help;Help;
11478;No bus connection (slave);No bus connection (slave);No bus connection (slave);
27862;Help;Help;Help;
11488;No STI read access (slave);No STI read access (slave);No STI read access (slave);
27872;Help;Help;Help;
11490;No parameter access (slave);No parameter access (slave);No parameter access (slave);
27874;Help;Help;Help;
11492;CP module lost / fault;CP module lost / fault;CP module lost / fault;
27876;Help;Help;Help;
11494;CP configuration failure;CP configuration failure;CP configuration failure;
27878;Help;Help;Help;
11504;Short circuit CP-line;Short circuit CP-line;Short circuit CP-line;
27888;Help;Help;Help;
11506;Fault in controlling;Fault in controlling;Fault in controlling;
27890;Help;Help;Help;
11508;Missing valve;Missing valve;Missing valve;
27892;Help;Help;Help;
11510;Maintanance required;Maintanance required;Maintanance required;
27894;Help;Help;Help;
11520;Life Guard;Life Guard;Life Guard;
27904;Help;Help;Help;
11522;Heart Beat;Heart Beat;Heart Beat;
27906;Help;Help;Help;
11524;Com Cycle Period (Sync);Com Cycle Period (Sync);Com Cycle Period (Sync);
27908;Help;Help;Help;
11526;CAN Overrun (Objects lost);CAN Overrun (Objects lost);CAN Overrun (Objects lost);
27910;Help;Help;Help;
11536;Invalid PDO received;Invalid PDO received;Invalid PDO received;
27920;Help;Help;Help;
11538;CAN WarnLimit reached;CAN WarnLimit reached;CAN WarnLimit reached;
27922;Help;Help;Help;
11540;CAN recovered from BusOff;CAN recovered from BusOff;CAN recovered from BusOff;
27924;Help;Help;Help;
11542;Bus Power lost;Bus Power lost;Bus Power lost;
27926;Help;Help;Help;
11552;Fault in Calibration;Fault in Calibration;Fault in Calibration;
27936;Help;Help;Help;
11554;Lower drop out signal;Lower drop out signal;Lower drop out signal;
27938;Help;Help;Help;
11556;Upper drop out signal;Upper drop out signal;Upper drop out signal;
27940;Help;Help;Help;
11558;Sensor limit exceeded;Sensor limit exceeded;Sensor limit exceeded;
27942;Help;Help;Help;
11568;Short circuit cold junction comp.;Short circuit cold junction comp.;Short circuit cold junction comp.;
27952;Help;Help;Help;
11570;Open load cold junction comp.;Open load cold junction comp.;Open load cold junction comp.;
27954;Help;Help;Help;
11572;Calibration data incorrect;Calibration data incorrect;Calibration data incorrect;
27956;Help;Help;Help;
11574;Invalid process value;Invalid process value;Invalid process value;
27958;Help;Help;Help;
11584;Short circuit I-Port;Short circuit I-Port;Short circuit I-Port;
27968;Help;Help;Help;
11586;Device missing / failure;Device missing / failure;Device missing / failure;
27970;Help;Help;Help;
11588;I-Port configuration error;I-Port configuration error;I-Port configuration error;
27972;Help;Help;Help;
11590;Input overload;Input overload;Input overload;
27974;Help;Help;Help;
11600;Signal underflow/overflow;Signal underflow/overflow;Signal underflow/overflow;
27984;Help;Help;Help;
11602;Overvoltage in power supply;Overvoltage in power supply;Overvoltage in power supply;
27986;Help;Help;Help;
11616;Number of Modules incorrect;Number of Modules incorrect;Number of Modules incorrect;
28000;Help;Help;Help;
11618;F_Dest_Add mismatch;F_Dest_Add mismatch;F_Dest_Add mismatch;
28002;Help;Help;Help;
11620;F-Communication fault;F-Communication fault;F-Communication fault;
28004;Help;Help;Help;
11622;F-Communication timeout;F-Communication timeout;F-Communication timeout;
28006;Help;Help;Help;
11632;Leakage current;Leakage current;Leakage current;
28016;Help;Help;Help;
11634;F-Parameter fault;F-Parameter fault;F-Parameter fault;
28018;Help;Help;Help;
11636;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
28020;Help;Help;Help;
11638;CC-L: Bus connection lost;CC-L: Bus connection lost;CC-L: Bus connection lost;
28022;Help;Help;Help;
11668;Value out of range;Value out of range;Value out of range;
28052;Help;Help;Help;
11680;Function failure;Function failure;Function failure;
28064;Help;Help;Help;
11760;Configuration error;Configuration error;Configuration error;
28144;Help;Help;Help;
11762;Execution error;Execution error;Execution error;
28146;Help;Help;Help;
11764;Record error;Record error;Record error;
28148;Help;Help;Help;
11766;Control error;Control error;Control error;
28150;Help;Help;Help;
11776;System error A;System error A;System error A;
28160;Help;Help;Help;
11778;System error B;System error B;System error B;
28162;Help;Help;Help;
11780;Error in valve;Error in valve;Error in valve;
28164;Help;Help;Help;
11782;Controller error;Controller error;Controller error;
28166;Help;Help;Help;
11792;Encoder error;Encoder error;Encoder error;
28176;Help;Help;Help;
11794;Error motor or power stage;Error motor or power stage;Error motor or power stage;
28178;Help;Help;Help;
11814;Subsystem module/channel failure;Subsystem module/channel failure;Subsystem module/channel failure;
28198;Help;Help;Help;
11872;Switch unit defective;Switch unit defective;Switch unit defective;
28256;Help;Help;Help;
11874;CBUS asic not ready;CBUS asic not ready;CBUS asic not ready;
28258;Help;Help;Help;
11876;CPU Hardware Trap;CPU Hardware Trap;CPU Hardware Trap;
28260;Help;Help;Help;
11878;CBUS C-manager not ready;CBUS C-manager not ready;CBUS C-manager not ready;
28262;Help;Help;Help;
11888;Watchdog overflow;Watchdog overflow;Watchdog overflow;
28272;Help;Help;Help;
11890;Remanent memory defective;Remanent memory defective;Remanent memory defective;
28274;Help;Help;Help;
11892;Flash system memory defective;Flash system memory defective;Flash system memory defective;
28276;Help;Help;Help;
11894;Number of mod.params.more than 64;Number of mod.params.more than 64;Number of mod.params.more than 64;
28278;Help;Help;Help;
11904;Slave not ready;Slave not ready;Slave not ready;
28288;Help;Help;Help;
11906;CBUS diagnostic telegram;CBUS diagnostic telegram;CBUS diagnostic telegram;
28290;Help;Help;Help;
11908;CBUS init fault (gap);CBUS init fault (gap);CBUS init fault (gap);
28292;Help;Help;Help;
11910;Order queue full;Order queue full;Order queue full;
28294;Help;Help;Help;
11920;CBUS-EEPROM error;CBUS-EEPROM error;CBUS-EEPROM error;
28304;Help;Help;Help;
11922;CBUS C-timeout error;CBUS C-timeout error;CBUS C-timeout error;
28306;Help;Help;Help;
11924;CBUS telegram fault;CBUS telegram fault;CBUS telegram fault;
28308;Help;Help;Help;
11926;BIU access error;BIU access error;BIU access error;
28310;Help;Help;Help;
11936;Licence error;Licence error;Licence error;
28320;Help;Help;Help;
11938;Built-in self test failed;Built-in self test failed;Built-in self test failed;
28322;Help;Help;Help;
11956;NETOS fatal error;NETOS fatal error;NETOS fatal error;
28340;Help;Help;Help;
12160;Fault param.transfer module n;Fault param.transfer module n;Fault param.transfer module n;
28544;Help;Help;Help;
12162;Invalid field bus address;Invalid field bus address;Invalid field bus address;
28546;Help;Help;Help;
12164;Protokoll Asic not ready;Protokoll Asic not ready;Protokoll Asic not ready;
28548;Help;Help;Help;
12166;MMI serves CBUS module;MMI serves CBUS module;MMI serves CBUS module;
28550;Help;Help;Help;
12176;Invalid setting switch unit;Invalid setting switch unit;Invalid setting switch unit;
28560;Help;Help;Help;
12178;Module set to default values;Module set to default values;Module set to default values;
28562;Help;Help;Help;
12374;Unknown error (255);Unknown error (255);Unknown error (255);
28758;Help;Help;Help;
12562;CPX critical system error;CPX critical system error;CPX critical system error;
28946;Help;Help;Help;
10008;;;;
26392;;;;
10136;Court-circuit;Cortocircuito;Short circuit;
26520;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
10264;Sous-tension;Baja tensión;Low voltage;
26648;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
10392;Surtension;Sobretensión;Overvoltage;
26776;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
10520;Surcharge;Sobrecarga;Overload;
26904;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configur;
10648;Surchauffe;Sobretemperatura;Overtemperature;
27032;Contrôlez les caractéristiques techniques des composants liés.;Compruebe los datos técnicos de los componentes conectados.;Check the technical specifications of the connected components.;
10776;Rupture de fil;Rotura de hilo;Wire break;
27160;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
10904;Limite supérieure dépassée;Límite superior excedido;High limit exceeded;
27288;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configur;
11032;Limite inférieure sous-dépassée;Límite inferior excedido;Low limit exceeded;
27416;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configur;
11160;Erreur;Fallo;Error;
27544;;;;
11288;Simulation active;Simulación activa;Simulation active;
27672;;;;
11416;réservé;Reservado;Reserved;
27800;;;;
11544;réservé;Reservado;Reserved;
27928;;;;
11672;réservé;Reservado;Reserved;
28056;;;;
11800;réservé;Reservado;Reserved;
28184;;;;
11928;Paramètre manquant;Falta el parámetro;Parameter missing;
28312;;;;
12056;Erreur de parametrage;Error parametrizacion;Parameter assignment error;
28440;;;;
12184;Absence tension de capteur ou charge;Falta tension sensor o carga;Sensor or load voltage missing;
28568;;;;
12312;Fusible defectueux;Fusible defectuoso;Fuse defective;
28696;;;;
12440;Erreur de communication;Error de comunicacion;Slot not addressable;
28824;;;;
12568;Erreur de masse;Error de masa;Ground error;
28952;;;;
12696;Erreur voie de reference;Error canal referencia;Reference channel error;
29080;;;;
12824;Alarme processus perdue;Alarma de proceso perdida;Process interrupt lost;
29208;;;;
12952;Attention;Advertencia;Warning;
29336;;;;
13080;Arrêt;Desconexión;Shutoff;
29464;;;;
13208;Arrêt de sécurité;Desconexión de seguridad;Fail-safe shutoff;
29592;;;;
13336;Defaut externe;Error externo;external error;
29720;;;;
13464;Defaut non specifie;Error indefinido;ambiguous error;
29848;;;;
13592;réservé;Reservado;Reserved;
29976;;;;
13720;Défaut 1 de l'actionn./du capt.;Errore 1 nell´attuat./trasdutt.;Actuator/sensor fault 1;
30104;;;;
13848;Erreur 2 dans actionneur / capteur;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;
30232;;;;
13976;Channel temporary error;Channel temporary error;Channel temporary error;
30360;;;;
10152;Transmission de données impossible; @5W%t#et200pro-20110525@;Transferencia de datos imposible; @5W%t#et200pro-20110525@;Data transmission impossible; @5W%t#et200pro-20110525@;
26536;Aide : transmission de données impossible; @5W%t#et200pro-20110525@;Ayuda: Transferencia de datos imposible; @5W%t#et200pro-20110525@;Help: Data transmission impossible; @5W%t#et200pro-20110525@;
10216;Pas de connexion physique au port;No hay conexión física en el puerto;No physical connection on port;
26600;Une surveillance de port a été configurée, mais il n'existe pas de connexion phy;Se ha configurado la vigilancia del puerto, pero no hay conexión física en el mi;Port monitoring was configured, there is however no physical connection on the p;
10217;Erreur pour "Support de transmission/Duplex";Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";
26601;"Support de transmission / Duplex" a été configuré ; la sélection de port déterm;"Soporte de transferencia / dúplex" se ha configurado; la configuración de puert;"Transfer medium / duplex" was configured; the current port setting resulting fr;
10218;Erreur à la vérification des données de câble;Error al comprobar los datos de línea;Error during cable data check;
26602;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 ;Causas posibles:
 - La longitud de línea determinada es superior al valor predet;Possible causes:
 - The discovered cable length is longer than the one configure;
10280;Erreur partenaire; @5W%t#et200pro-20110525@;Error en el partner; @5W%t#et200pro-20110525@;Remote mismatch; @5W%t#et200pro-20110525@;
26664;Aide : erreur partenaire; @5W%t#et200pro-20110525@;Ayuda: Error en el partner; @5W%t#et200pro-20110525@;Help: Remote mismatch; @5W%t#et200pro-20110525@;
10344;Partenaire incorrect;Partner incorrecto;Wrong partner;
26728;Une connexion de port a été configurée, un autre partenaire a été déterminé pour;Se ha configurado una conexión de puerto, pero en el puerto se ha detectado un p;A port interconnection was configured but a different partner was detected at th;
10345;Port partenaire incorrect;Puerto partner erróneo;Wrong partner port;
26729;Une connexion de port a été configurée, un autre port partenaire a été déterminé;Se ha configurado una conexión de puerto, pero en el puerto se ha determinado un;A port interconnection was configured but a different partner port was detected ;
10346;IRT (Top Performance) impossible sur ce port;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;
26730;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port;Causas posibles:
 - Otros errores de comunicación en este puerto o en el puerto ;Possible causes:
 - Other communications errors on this or on the partner port a;
10347;Incohérence pour "Support de transmission / Duplex";Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";
26731;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pou;Se ha configurado el "Medio de transmisión/dúplex"; el ajuste local del puerto n;"Transmission medium/duplex" was configured; the local setting of the port does ;
10348;Incohérence de la configuration MRP / du câblage;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;
26732;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du;Se ha configurado un dominio MRP, pero la configuración del puerto local no conc;MRP domain was configured; the local setting of the port does not match the sett;
10349;Le voisin n'a pas pu être détecté;Imposible detectar el vecino;The neighbor could not be identified;
26733;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté;Se ha configurado una conexión de puerto, en el puerto no se ha detectado exacta;A port interconnection was configured but a single partner was not detected at t;
10350;Incohérence de la configuration MRRT;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;
26734;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont;Se ha configurado la característica MRRT; el ajuste local del puerto no es compa;The MRRT feature was configured; the local setting of the port does not match th;
10351;Différence à la détermination de longueur de câble;Diferencia al determinar la longitud del cable;Difference in cable length measurement;
26735;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont dét;Se ha configurado "Soporte de transferencia / dúplex". Ambos partner han detecta;"Transmission medium / Duplex" was configured. The two partners have cable lengt;
10360;Nom de domaine Sync utilisé plusieurs fois;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;
26744;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solut;En la subred Ethernet se han configurado dos dominios Sync con el mismo nombre.
;Two sync domains with the same name were configured in the Ethernet subnet.
Reme;
10408;Erreur de redondance de supports de transmission; @5W%t#et200pro-20110525@;Error de redundancia de medios; @5W%t#et200pro-20110525@;Media redundancy mismatch; @5W%t#et200pro-20110525@;
26792;Aide : erreur de redondance de supports de transmission; @5W%t#et200pro-20110525;Ayuda: Redundancia de medios; @5W%t#et200pro-20110525@;Help: Media redundancy mismatch; @5W%t#et200pro-20110525@;
10472;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;
26856;Signifie que le gestionnaire de redondance configuré remplit le rôle de client e;Indica que el manager de redundancia asume la función de cliente y que otro mana;Indicates that the configured redundancy manager adopts the role of client, anot;
10473;Anneau ouvert;Anillo abierto;Ring opened;
26857;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus ga;Indica que el anillo se ha interrumpido unilateralmente. No se garantiza la redu;Indicates that the ring has been interrupted. Redundancy is no longer effective.;
10474;Redondance RT plus garantie;Redundancia RT no garantizada;RT redundancy not effective;
26858;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles ;Indica que el anillo para la comunicación RT no está cerrado. Causas posibles:
 ;Indicates that the ring is not closed for RT communication. Possible causes:
 - ;
10475;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;
26859;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance d;Indica que en el anillo se encuentran varios dispositivos que asumen la función ;Indicates that more than one device in the ring adopts the redundancy manager ro;
10536;Perte de synchronisation; @5W%t#et200pro-20110525@;Pérdida de sincronización; @5W%t#et200pro-20110525@;Sync mismatch; @5W%t#et200pro-20110525@;
26920;Aide : perte de synchronisation; @5W%t#et200pro-20110525@;Ayuda: Pérdida de sincronización; @5W%t#et200pro-20110525@;Help: Sync mismatch; @5W%t#et200pro-20110525@;
10600;L'esclave Sync ne sera pas synchronisé;No se sincroniza el SyncSlave;Sync slave will not be synchronized;
26984;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - ;El equipo es un SyncSlave y no se sincroniza.
Causas posibles:
 - El SyncMaster ;The station is a sync slave and it is not synchronized.
Possible causes:
 - The ;
10603;Station non synchrone;Equipo no síncrono;Station not synchronized;
26987;La synchronisation se trouve hors de la plage de tolérance ; le signal de référe;La sincronización está fuera del rango de tolerancia; la señal de referencia no ;Synchronization is outside the range of tolerance; the reference signal is not a;
10664;Erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;Error de modo isócrono; @5W%t#et200pro-20110525@;Isochronous mode mismatch; @5W%t#et200pro-20110525@;
27048;Aide : erreur de synchronisme d'horloge; @5W%t#et200pro-20110525@;Ayuda: Error de modo isócrono; @5W%t#et200pro-20110525@;Help: Isochronous mode mismatch; @5W%t#et200pro-20110525@;
10792;Erreur Multicast CR; @5W%t#et200pro-20110525@;Error CR multicast; @5W%t#et200pro-20110525@;Multicast CR mismatch; @5W%t#et200pro-20110525@;
27176;Aide : Erreur CR Multicast; @5W%t#et200pro-20110525@;Ayuda: Error CR multicast; @5W%t#et200pro-20110525@;Help: Multicast CR mismatch; @5W%t#et200pro-20110525@;
10920;réservé; @5W%t#et200pro-20110525@;Reservado; @5W%t#et200pro-20110525@;Reserved; @5W%t#et200pro-20110525@;
27304;Aide : réservée; @5W%t#et200pro-20110525@;Ayuda: Ayuda; @5W%t#et200pro-20110525@;Help: Reserved; @5W%t#et200pro-20110525@;
11048;Erreur fibre optique; @5W%t#et200pro-20110525@;Error fibra óptica; @5W%t#et200pro-20110525@;Fiber optics mismatch; @5W%t#et200pro-20110525@;
27432;Aide : erreur fibre optique; @5W%t#et200pro-20110525@;Ayuda: Error fibra óptica; @5W%t#et200pro-20110525@;Help: Fiber optics mismatch; @5W%t#et200pro-20110525@;
11112;Réserve système FO critique;Reserva de sistema de fibra óptica crítica;FO link power margin critical;
27496;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nett;La reserva de sistema FO se encuentra por debajo del umbral de @2D%1d@ dB
Soluci;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or repl;
11176;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;Error de función del componente de red; @5W%t#et200pro-20110525@;Network component function mismatch; @5W%t#et200pro-20110525@;
27560;Aide : erreur de fonctionnement du composant réseau; @5W%t#et200pro-20110525@;Ayuda: Error de función del componente de red; @5W%t#et200pro-20110525@;Help: Network component function mismatch; @5W%t#et200pro-20110525@;
11240;Paquets de données rejetés pour surcharge;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;
27624;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temp;Como mínimo @2D%1d@ paquetes de datos han sido rechazados por escasez de recurso;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possibl;
11304;Erreur d'horloge; @5W%t#et200pro-20110525@;Error de tiempo; @5W%t#et200pro-20110525@;Time mismatch; @5W%t#et200pro-20110525@;
27688;Aide : erreur de temporisation; @5W%t#et200pro-20110525@;Ayuda: Error de tiempo; @5W%t#et200pro-20110525@;Help: Time mismatch; @5W%t#et200pro-20110525@;
11880;Configuration incohérente/Spécification du routeur par défaut;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;
28264;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
;Se ha configurado un gateway predeterminado como mínimo para otro interface. Est;A standard gateway has been configured for at least one additional interface tha;
11881;Configuration incohérente/Spécification du NameOfStation;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;
28265;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce m;Para otra interfaz de este módulo ya se ha configurado/asignado un nombre de dis;A NameOfStation which is identical to the specification for this interface has a;
11882;Configuration incohérente/Spécification de l'adresse IP;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;
28266;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se;Para otra interfaz ya se ha configurado/asignado una dirección IP que se encuent;An IP address which is in the same subnet as the IP address of this interface ha;
14056;;;;
30440;;;;
14184;Court-circuit;Cortocircuito;Short circuit;
30568;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
14312;Sous-tension;Baja tensión;Low voltage;
30696;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
14440;Surtension;Sobretensión;Overvoltage;
30824;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
14568;Surcharge;Sobrecarga;Overload;
30952;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configur;
14696;Surchauffe;Sobretemperatura;Overtemperature;
31080;Contrôlez les caractéristiques techniques des composants liés.;Compruebe los datos técnicos de los componentes conectados.;Check the technical specifications of the connected components.;
14824;Rupture de fil;Rotura de hilo;Wire break;
31208;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
14952;Limite supérieure dépassée;Límite superior excedido;High limit exceeded;
31336;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configur;
15080;Limite inférieure sous-dépassée;Límite inferior excedido;Low limit exceeded;
31464;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configur;
15208;Erreur;Fallo;Error;
31592;;;;
15336;Simulation active;Simulación activa;Simulation active;
31720;;;;
15464;réservé;Reservado;Reserved;
31848;;;;
15592;réservé;Reservado;Reserved;
31976;;;;
15720;réservé;Reservado;Reserved;
32104;;;;
15848;réservé;Reservado;Reserved;
32232;;;;
15976;Paramètre manquant;Falta el parámetro;Parameter missing;
32360;;;;
16104;Erreur de paramétrage;Error de parametrización;Parameter assignment error;
32488;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les par;Causa: Parámetros de módulo incorrectos. Solución: Comprobar parámetros y correg;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;
16232;Absence de tension capteur ou de charge;Falta tensión de sensores o de carga;Power supply fault;
32616;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou bra;Causa: Falta tensión de carga. Solución: Comprobar el cableado o conectar la ali;Cause: No power supply. Remedy: Check wiring or turn on power supply.;
48;Fusible defectueux;Fusible defectuoso;Fuse blown / open;
16432;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensu;Causa: Sobrecarga. Solución: Eliminar la causa de la sobrecarga. Seguidamente su;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;
176;Emplacement non accessible;El slot no responde;Slot cannot be addressed;
16560;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;Causa: Error de comunicación de diferente origen. Solución: Depende de la causa.;Cause: Communication error with various possible causes. Remedy: Depends on caus;
304;Défaut à la masse;Defecto a masa;Ground fault;
16688;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : ;Causa: Tensión en modo común rebasada o rotura del cable de masa. Solución: Comp;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wirin;
432;Erreur de voie de référence;Error del canal de referencia;Reference point list;
16816;Cause : erreur de voie de référence. Solution : voir le manuel.;Causa: Error en el canal de referencia. Solución: Véase el manual.;Cause: Error on reference channel. Remedy: See manual.;
560;Alarme de processus perdue;Alarma de proceso perdida;Process event lost / sampling error;
16944;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par l;Causa: Alarma de proceso. Solución: Cambiar el procesamiento de alarmas de la CP;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or chang;
688;Avertissement actionneur;Advertencia de actuador;Threshold warning;
17072;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifi;Causa: El actuador notifica el rebase de un valor límite. Solución: Comprobar la;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of ;
816;Coupure actionneur;Desconexión de actuador;Output disabled;
17200;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème;Causa: Se ha detectado un problema con el actuador. Solución: Eliminar la causa.;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;
944;Arrêt de sécurité;Desconexión orientada a seguridad;Safety event;
17328;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erre;Causa: Se ha detectado un fallo en el canal. Solución: Comprobar el canal y elim;Cause: Error detected on channel. Remedy: Check channel and correct problem..;
1072;Défaut externe;Error externo;External fault;
17456;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/a;Causa: Se ha detectado un fallo en el sensor/actuador. Solución: Sustituir el se;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or c;
1200;Défaut non spécifié;Error no definido;Unidentified error;
17584;Cause : ne peut être spécifiée. Solution : voir le manuel.;Causa: No se puede especificar con detalle. Solución: Véase el manual.;Cause: Cannot be specified in greater detail. Remedy: See manual.;
1328;réservé;Reservado;Reserved;
17712;;;;
1456;Erreur 1 dans actionneur / capteur;Fallo 1 en actuador / sensor;Fault 1 in actuator/sensor;
17840;;;;
1584;Erreur 2 dans actionneur / capteur;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;
17968;;;;
1712;Erreur temporaire;Fallo temporal;Temporary error;
18096;;;;
14200;Transmission de données impossible; @5W%t#PNPNIOC-20110429@;Transferencia de datos imposible; @5W%t#PNPNIOC-20110429@;Data transmission impossible; @5W%t#PNPNIOC-20110429@;
30584;Aide : transmission de données impossible; @5W%t#PNPNIOC-20110429@;Ayuda: Transferencia de datos imposible; @5W%t#PNPNIOC-20110429@;Help: Data transmission impossible; @5W%t#PNPNIOC-20110429@;
14264;Pas de connexion physique au port;No hay conexión física en el puerto;No physical connection on port;
