"V01.00.000"
"$_Languages"
"10(1) Espagnol (traditionnel)";"12(1) Français (France)";"9(2) Anglais (Royaume-Uni)";"513(1) Key"
"CONDICIONES MAQUINA AVANZADA
*ODIL_ID:31087_181*
";"CONDITIONS MACHINE AVANCEE
*ODIL_ID:31087_181*
";"CONDICIONES MAQUINA AVANZADA
*ODIL_ID:31087_181*
";""
"CONDICIONES MAQUINA RETROCEDIDA
*ODIL_ID:31087_182*
";"CONDITIONS MACHINE RECULEE
*ODIL_ID:31087_182*
";"CONDICIONES MAQUINA RETROCEDIDA
*ODIL_ID:31087_182*
";""
"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:6962_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:6962_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:6962_309*
";""
"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:6962_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:6962_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:6962_312*
";""
"*******************************************************************************
**                              MONITORING / SEGUIMIENTO                           **
*******************************************************************************
*ODIL_ID:6962_216*
";"*******************************************************************************
**                              MONITORING / SUIVI                           **
*******************************************************************************
*ODIL_ID:6962_216*
";"*******************************************************************************
**                              MONITORING / SEGUIMIENTO                           **
*******************************************************************************
*ODIL_ID:6962_216*
";""
"******************************************************************************
**                               EXCHANGES ROBOT G1                      **
******************************************************************************
*ODIL_ID:26993_190_G1*
";"******************************************************************************
**                               EXCHANGES ROBOT G1                      **
******************************************************************************
*ODIL_ID:26993_190_G1*
";"******************************************************************************
**                               EXCHANGES ROBOT G1                      **
******************************************************************************
*ODIL_ID:26993_190_G1*
";""
"AUTORIZACION DE TRABAJO 1
*ODIL_ID:26993_19G1*
";"AUTORISATION DE TRAVAIL 1
*ODIL_ID:26993_19G1*
";"AUTORIZACION DE TRABAJO 1
*ODIL_ID:26993_19G1*
";""
"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:26993_20G1*
";"AUTORISATION RECUL TRAVAIL 1
*ODIL_ID:26993_20G1*
";"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:26993_20G1*
";""
"******************************************************************************
**                               EXCHANGES ROBOT G2                      **
******************************************************************************
*ODIL_ID:28075_190_G2*
";"******************************************************************************
**                               EXCHANGES ROBOT G2                      **
******************************************************************************
*ODIL_ID:28075_190_G2*
";"******************************************************************************
**                               EXCHANGES ROBOT G2                      **
******************************************************************************
*ODIL_ID:28075_190_G2*
";""
"AUTORIZACION DE TRABAJO 1
*ODIL_ID:28075_19G2*
";"AUTORISATION DE TRAVAIL 1
*ODIL_ID:28075_19G2*
";"AUTORIZACION DE TRABAJO 1
*ODIL_ID:28075_19G2*
";""
"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:28075_20G2*
";"AUTORISATION RECUL TRAVAIL 1
*ODIL_ID:28075_20G2*
";"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:28075_20G2*
";""
"******************************************************************************
**                               EXCHANGES ROBOT G3                      **
******************************************************************************
*ODIL_ID:29157_190_G3*
";"******************************************************************************
**                               EXCHANGES ROBOT G3                      **
******************************************************************************
*ODIL_ID:29157_190_G3*
";"******************************************************************************
**                               EXCHANGES ROBOT G3                      **
******************************************************************************
*ODIL_ID:29157_190_G3*
";""
"AUTORIZACION DE TRABAJO 1
*ODIL_ID:29157_19G3*
";"AUTORISATION DE TRAVAIL 1
*ODIL_ID:29157_19G3*
";"AUTORIZACION DE TRABAJO 1
*ODIL_ID:29157_19G3*
";""
"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:29157_20G3*
";"AUTORISATION RECUL TRAVAIL 1
*ODIL_ID:29157_20G3*
";"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:29157_20G3*
";""
"******************************************************************************
**                            EXCHANGES ROBOT G4                            **
******************************************************************************
*ODIL_ID:29157_190_G3*
";"******************************************************************************
**                            EXCHANGES ROBOT G4                            **
******************************************************************************
*ODIL_ID:29157_190_G3*
";"******************************************************************************
**                            EXCHANGES ROBOT G4                            **
******************************************************************************
*ODIL_ID:29157_190_G3*
";""
"******************************************************************************
**                               EXCHANGES ROBOT J0                      **
******************************************************************************
*ODIL_ID:30239_190_J0*
";"******************************************************************************
**                               EXCHANGES ROBOT J0                      **
******************************************************************************
*ODIL_ID:30239_190_J0*
";"******************************************************************************
**                               EXCHANGES ROBOT J0                      **
******************************************************************************
*ODIL_ID:30239_190_J0*
";""
"AUTORIZACION DE TRABAJO 1
*ODIL_ID:30239_19J0*
";"AUTORISATION DE TRAVAIL 1
*ODIL_ID:30239_19J0*
";"AUTORIZACION DE TRABAJO 1
*ODIL_ID:30239_19J0*
";""
"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:30239_20J0*
";"AUTORISATION RECUL TRAVAIL 1
*ODIL_ID:30239_20J0*
";"AUTORIZACION RETROCESO TRABAJO 1
*ODIL_ID:30239_20J0*
";""
"*******************************************************************************
**                                MOVEMENTS                                  **
*******************************************************************************
*ODIL_ID:6962_178*
";"*******************************************************************************
**                                MOVEMENTS                                  **
*******************************************************************************
*ODIL_ID:6962_178*
";"*******************************************************************************
**                                MOVEMENTS                                  **
*******************************************************************************
*ODIL_ID:6962_178*
";""
"DETECTOR CTRL ZONA 1 (MONTAJE G01 EN CARGA)";"DETECTEUR CTRL ZONE 1 (MONTAGE G01 EN CHARGEMENT)";"DETECTOR CTRL ZONA 1 (MONTAJE G01 EN CARGA)";""
"DETECTOR CTRL ZONA 2 (MONTAJE G02 EN CARGA)";"DETECTEUR CTRL ZONE 2 (MONTAGE G02 EN CHARGEMENT)";"DETECTOR CTRL ZONA 2 (MONTAJE G02 EN CARGA)";""
"MONTAJE G01: DEMANDA EN POSICION DE CARGA";"MONTAGE G01: DEMANDE EN POSITION DE CHARGEMENT";"MONTAJE G01: DEMANDA EN POSICION DE CARGA";""
"MONTAJE G02: DEMANDA EN POSICION DE CARGA";"MONTAGE G02: DEMANDE EN POSITION DE CHARGEMENT";"MONTAJE G02: DEMANDA EN POSICION DE CARGA";""
"MONTAJE G01 : MONTAJE 1 EN POSICION 1 ROBOT";"MONTAGE G01 : MONTAGE 1 EN POSITION 1 ROBOT";"MONTAJE G01 : MONTAJE 1 EN POSICION 1 ROBOT";""
"MONTAJE G02 : MONTAJE 2 EN POSICION 1 ROBOT";"MONTAGE G02 : MONTAGE 2 EN POSITION 1 ROBOT";"MONTAJE G02 : MONTAJE 2 EN POSICION 1 ROBOT";""
"G0 PIVOTANTE : FB G120D_S GESTION VARIADOR";"G0 PIVOTEUR : FB G120D_S GESTION VARIATEUR";"G0 PIVOTANTE : FB G120D_S GESTION VARIADOR";""
"*******************************************************************************
**                         TOOL MECANICAL CONDICIONES                         **
*******************************************************************************
*ODIL_ID:6962_180*
";"*******************************************************************************
**                         TOOL MECANICAL CONDITIONS                         **
*******************************************************************************
*ODIL_ID:6962_180*
";"*******************************************************************************
**                         TOOL MECANICAL CONDICIONES                         **
*******************************************************************************
*ODIL_ID:6962_180*
";""
"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:34104_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:34104_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:34104_309*
";""
"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:34104_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:34104_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:34104_312*
";""
"*******************************************************************************
**                              MONITORING / SEGUIMIENTO                           **
*******************************************************************************
*ODIL_ID:34104_216*
";"*******************************************************************************
**                              MONITORING / SUIVI                           **
*******************************************************************************
*ODIL_ID:34104_216*
";"*******************************************************************************
**                              MONITORING / SEGUIMIENTO                           **
*******************************************************************************
*ODIL_ID:34104_216*
";""
"*******************************************************************************
**                       IPP INFORMACION / IPP EN EL PUESTO                      **
*******************************************************************************
*ODIL_ID:34104_81*
";"*******************************************************************************
**                       IPP INFORMATION / IPP AU POSTE                      **
*******************************************************************************
*ODIL_ID:34104_81*
";"*******************************************************************************
**                       IPP INFORMACION / IPP EN EL PUESTO                      **
*******************************************************************************
*ODIL_ID:34104_81*
";""
"INFORMACION PIEZA PRESENTE
*ODIL_ID:34104_82*
";"INFORMATION PIECE PRESENTE
*ODIL_ID:34104_82*
";"INFORMACION PIEZA PRESENTE
*ODIL_ID:34104_82*
";""
"INFORMACION AUSENCIA PIEZA (NINGUN DETECTOR PIEZA ACTIVO)
*ODIL_ID:34104_83*
";"INFORMATION ABSENCE PIECE (AUCUN DETECTEURS PIECE ACTIF)
*ODIL_ID:34104_83*
";"INFORMACION AUSENCIA PIEZA (NINGUN DETECTOR PIEZA ACTIVO)
*ODIL_ID:34104_83*
";""
"INFORMACION PIEZA AUSENTE (NINGUN DETECTOR PIEZA ACTIVO + MEMORIA PIEZA
PRESENTE A CERO)
*ODIL_ID:34104_84*
";"INFORMATION PIECE ABSENTE (PAS DE DETECTEUR PIECE ACTIF + MEMOIRE PIECE
PRESENTE A ZERO)
*ODIL_ID:34104_84*
";"INFORMACION PIEZA AUSENTE (NINGUN DETECTOR PIEZA ACTIVO + MEMORIA PIEZA
PRESENTE A CERO)
*ODIL_ID:34104_84*
";""
"SEGUIMIENTO: TEMPORIZACION DEFECTO PRESENCIA PIEZA
*ODIL_ID:34104_85*
";"SUIVI: TEMPORISATION DEFAUT PRESENCE PIECE
*ODIL_ID:34104_85*
";"SEGUIMIENTO: TEMPORIZACION DEFECTO PRESENCIA PIEZA
*ODIL_ID:34104_85*
";""
"SEGUIMIENTO: DEFECTO PRESENCIA PIEZA
*ODIL_ID:34104_86*
";"SUIVI: DEFAUT PRESENCE PIECE
*ODIL_ID:34104_86*
";"SEGUIMIENTO: DEFECTO PRESENCIA PIEZA
*ODIL_ID:34104_86*
";""
"*******************************************************************************
**                          PART TABLA MANAGEMENT                            **
*******************************************************************************
*ODIL_ID:34104_18*
";"*******************************************************************************
**                          PART TABLE MANAGEMENT                            **
*******************************************************************************
*ODIL_ID:34104_18*
";"*******************************************************************************
**                          PART TABLA MANAGEMENT                            **
*******************************************************************************
*ODIL_ID:34104_18*
";""
"TRANSFERENCIA DE LA TABLA PIEZA F07 HACIA G01
*ODIL_ID:31087_20*
";"TRANSFERT DE LA TABLE PIECE F07 VERS G01
*ODIL_ID:31087_20*
";"TRANSFERENCIA DE LA TABLA PIEZA F07 HACIA G01
*ODIL_ID:31087_20*
";""
"*******************************************************************************
**                                MOVEMENTS                                  **
*******************************************************************************
*ODIL_ID:34104_178*
";"*******************************************************************************
**                                MOVEMENTS                                  **
*******************************************************************************
*ODIL_ID:34104_178*
";"*******************************************************************************
**                                MOVEMENTS                                  **
*******************************************************************************
*ODIL_ID:34104_178*
";""
"NUMERO DE MOVIMIENTO SELECCIONADO EN IHM
*ODIL_ID:34104_179*
";"NUMERO DE MOUVEMENT SELECTIONNE EN IHM
*ODIL_ID:34104_179*
";"NUMERO DE MOVIMIENTO SELECCIONADO EN IHM
*ODIL_ID:34104_179*
";""
"*******************************************************************************
**                         PL1                                   **
*******************************************************************************
*ODIL_ID:13405_0*
";"*******************************************************************************
**                         PL1                                   **
*******************************************************************************
*ODIL_ID:13405_0*
";"*******************************************************************************
**                         PL1                                   **
*******************************************************************************
*ODIL_ID:13405_0*
";""
"SEGURIDAD MECANICA AVANCE
*ODIL_ID:13405_1*
";"SECURITE MECANIQUE AVANCE
*ODIL_ID:13405_1*
";"SEGURIDAD MECANICA AVANCE
*ODIL_ID:13405_1*
";""
"AUTORIZACION AVANCE
*ODIL_ID:13405_2*
";"AUTORISATION AVANCE
*ODIL_ID:13405_2*
";"AUTORIZACION AVANCE
*ODIL_ID:13405_2*
";""
"INFORMACION AVANCE
*ODIL_ID:13405_3*
";"INFORMATION AVANCE
*ODIL_ID:13405_3*
";"INFORMACION AVANCE
*ODIL_ID:13405_3*
";""
"SEGURIDAD MECANICA RETROCESO
*ODIL_ID:13405_4*
";"SECURITE MECANIQUE RECUL
*ODIL_ID:13405_4*
";"SEGURIDAD MECANICA RETROCESO
*ODIL_ID:13405_4*
";""
"AUTORIZACION RETROCESO
*ODIL_ID:13405_5*
";"AUTORISATION RECUL
*ODIL_ID:13405_5*
";"AUTORIZACION RETROCESO
*ODIL_ID:13405_5*
";""
"INFORMACION RETROCESO
*ODIL_ID:13405_6*
";"INFORMATION RECUL
*ODIL_ID:13405_6*
";"INFORMACION RETROCESO
*ODIL_ID:13405_6*
";""
"SELECCION MOVIMIENTO MANUAL
*ODIL_ID:13405_7*
";"SELECTION MOUVEMENT MANUEL
*ODIL_ID:13405_7*
";"SELECCION MOVIMIENTO MANUAL
*ODIL_ID:13405_7*
";""
"GESTION MOVIMIENTO
*ODIL_ID:13405_8*
";"GESTION MOUVEMENT
*ODIL_ID:13405_8*
";"GESTION MOVIMIENTO
*ODIL_ID:13405_8*
";""
"*******************************************************************************
**                         SR1                                   **
*******************************************************************************
*ODIL_ID:13581_0*
";"*******************************************************************************
**                         SR1                                   **
*******************************************************************************
*ODIL_ID:13581_0*
";"*******************************************************************************
**                         SR1                                   **
*******************************************************************************
*ODIL_ID:13581_0*
";""
"SEGURIDAD MECANICA AVANCE
*ODIL_ID:13581_1*
";"SECURITE MECANIQUE AVANCE
*ODIL_ID:13581_1*
";"SEGURIDAD MECANICA AVANCE
*ODIL_ID:13581_1*
";""
"AUTORIZACION AVANCE
*ODIL_ID:13581_2*
";"AUTORISATION AVANCE
*ODIL_ID:13581_2*
";"AUTORIZACION AVANCE
*ODIL_ID:13581_2*
";""
"INFORMACION AVANCE
*ODIL_ID:13581_3*
";"INFORMATION AVANCE
*ODIL_ID:13581_3*
";"INFORMACION AVANCE
*ODIL_ID:13581_3*
";""
"SEGURIDAD MECANICA RETROCESO
*ODIL_ID:13581_4*
";"SECURITE MECANIQUE RECUL
*ODIL_ID:13581_4*
";"SEGURIDAD MECANICA RETROCESO
*ODIL_ID:13581_4*
";""
"AUTORIZACION RETROCESO
*ODIL_ID:13581_5*
";"AUTORISATION RECUL
*ODIL_ID:13581_5*
";"AUTORIZACION RETROCESO
*ODIL_ID:13581_5*
";""
"INFORMACION RETROCESO
*ODIL_ID:13581_6*
";"INFORMATION RECUL
*ODIL_ID:13581_6*
";"INFORMACION RETROCESO
*ODIL_ID:13581_6*
";""
"SELECCION MOVIMIENTO MANUAL
*ODIL_ID:13581_7*
";"SELECTION MOUVEMENT MANUEL
*ODIL_ID:13581_7*
";"SELECCION MOVIMIENTO MANUAL
*ODIL_ID:13581_7*
";""
"GESTION MOVIMIENTO
*ODIL_ID:13581_8*
";"GESTION MOUVEMENT
*ODIL_ID:13581_8*
";"GESTION MOVIMIENTO
*ODIL_ID:13581_8*
";""
"*******************************************************************************
**                         SR2                                   **
*******************************************************************************
*ODIL_ID:13759_0*
";"*******************************************************************************
**                         SR2                                   **
*******************************************************************************
*ODIL_ID:13759_0*
";"*******************************************************************************
**                         SR2                                   **
*******************************************************************************
*ODIL_ID:13759_0*
";""
"SEGURIDAD MECANICA AVANCE
*ODIL_ID:13759_1*
";"SECURITE MECANIQUE AVANCE
*ODIL_ID:13759_1*
";"SEGURIDAD MECANICA AVANCE
*ODIL_ID:13759_1*
";""
"AUTORIZACION AVANCE
*ODIL_ID:13759_2*
";"AUTORISATION AVANCE
*ODIL_ID:13759_2*
";"AUTORIZACION AVANCE
*ODIL_ID:13759_2*
";""
"INFORMACION AVANCE
*ODIL_ID:13759_3*
";"INFORMATION AVANCE
*ODIL_ID:13759_3*
";"INFORMACION AVANCE
*ODIL_ID:13759_3*
";""
"SEGURIDAD MECANICA RETROCESO
*ODIL_ID:13759_4*
";"SECURITE MECANIQUE RECUL
*ODIL_ID:13759_4*
";"SEGURIDAD MECANICA RETROCESO
*ODIL_ID:13759_4*
";""
"AUTORIZACION RETROCESO
*ODIL_ID:13759_5*
";"AUTORISATION RECUL
*ODIL_ID:13759_5*
";"AUTORIZACION RETROCESO
*ODIL_ID:13759_5*
";""
"INFORMACION RETROCESO
*ODIL_ID:13759_6*
";"INFORMATION RECUL
*ODIL_ID:13759_6*
";"INFORMACION RETROCESO
*ODIL_ID:13759_6*
";""
"SELECCION MOVIMIENTO MANUAL
*ODIL_ID:13759_7*
";"SELECTION MOUVEMENT MANUEL
*ODIL_ID:13759_7*
";"SELECCION MOVIMIENTO MANUAL
*ODIL_ID:13759_7*
";""
"GESTION MOVIMIENTO
*ODIL_ID:13759_8*
";"GESTION MOUVEMENT
*ODIL_ID:13759_8*
";"GESTION MOVIMIENTO
*ODIL_ID:13759_8*
";""
"*******************************************************************************
**                         TOOL MECANICAL CONDICIONES                         **
*******************************************************************************
*ODIL_ID:34104_180*
";"*******************************************************************************
**                         TOOL MECANICAL CONDITIONS                         **
*******************************************************************************
*ODIL_ID:34104_180*
";"*******************************************************************************
**                         TOOL MECANICAL CONDICIONES                         **
*******************************************************************************
*ODIL_ID:34104_180*
";""
"CONDICIONES MAQUINA AVANZADA
*ODIL_ID:34104_181*
";"CONDITIONS MACHINE AVANCEE
*ODIL_ID:34104_181*
";"CONDICIONES MAQUINA AVANZADA
*ODIL_ID:34104_181*
";""
"CONDICIONES MAQUINA RETROCEDIDA
*ODIL_ID:34104_182*
";"CONDITIONS MACHINE RECULEE
*ODIL_ID:34104_182*
";"CONDICIONES MAQUINA RETROCEDIDA
*ODIL_ID:34104_182*
";""
"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:25959_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:25959_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:25959_309*
";""
"Z1: G1 DEF. CARTA DE SEGURIDAD
*ODIL_ID:26530_311*
";"Z1: G1 DEF. CARTE DE SECURITE
*ODIL_ID:26530_311*
";"Z1: G1 DEF. CARTA DE SEGURIDAD
*ODIL_ID:26530_311*
";""
"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:25959_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:25959_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:25959_312*
";""
"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:25959_1001*
";"*******************************************************************************
**                         MONITORING / SUIVI                                **
*******************************************************************************
*ODIL_ID:25959_1001*
";"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:25959_1001*
";""
"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:25959_1026*
";"SUIVI: CONTROLE DU TEMPS DE CYCLE ROBOT
*ODIL_ID:25959_1026*
";"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:25959_1026*
";""
"*******************************************************************************
**                        EXCHANGES STAGE G3                                 **
*******************************************************************************";"*******************************************************************************
**                        EXCHANGES STAGE G3                                 **
*******************************************************************************";"*******************************************************************************
**                        EXCHANGES STAGE G3                                 **
*******************************************************************************";""
"*******************************************************************************
**                        EXCHANGES STAGE G4                                 **
*******************************************************************************";"*******************************************************************************
**                        EXCHANGES STAGE G4                                 **
*******************************************************************************";"*******************************************************************************
**                        EXCHANGES STAGE G4                                 **
*******************************************************************************";""
"INTERBLOQUEO";"INTERVERROUILLAGE";"INTERBLOQUEO";""
"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:25959_1008*
";"*******************************************************************************
**                              CYCLES ROBOT                                 **
*******************************************************************************
*ODIL_ID:25959_1008*
";"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:25959_1008*
";""
"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:25959_1009*
";"INITIALISATION DU NUMERO DE CODE CYCLE
*ODIL_ID:25959_1009*
";"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:25959_1009*
";""
"AUX. CICLO PRINCIPAL
*ODIL_ID:25959_1010*
";"AUX. CYCLE PRINCIPAL
*ODIL_ID:25959_1010*
";"AUX. CICLO PRINCIPAL
*ODIL_ID:25959_1010*
";""
"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:25959_1014*
";"---------------------------- MAINTENANCE CYCLE  -------------------------------
*ODIL_ID:25959_1014*
";"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:25959_1014*
";""
"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:25959_1015*
";"DEMANDE DE RODAGE DISTANT (ROBOT SOUDURE)
*ODIL_ID:25959_1015*
";"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:25959_1015*
";""
"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:25959_1016*
";"DEMANDE DE CHANGEMENT D'ELECTRODE DISTANT (ROBOT SOUDURE)
*ODIL_ID:25959_1016*
";"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:25959_1016*
";""
"DEMANDA DE REPLI DISTANTE
*ODIL_ID:25959_1017*
";"DEMANDE DE REPLI DISTANT
*ODIL_ID:25959_1017*
";"DEMANDA DE REPLI DISTANTE
*ODIL_ID:25959_1017*
";""
"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:25959_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:25959_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:25959_1018*
";""
"MARCHA VACIO FILM O LOCAL
*ODIL_ID:25959_1019*
";"MARCHE DEVERMINAGE AU FILM OU LOCAL
*ODIL_ID:25959_1019*
";"MARCHA VACIO FILM O LOCAL
*ODIL_ID:25959_1019*
";""
"ROBOT G1
*ODIL_ID:25959_1020*
";"ROBOT G1
*ODIL_ID:25959_1020*
";"ROBOT G1
*ODIL_ID:25959_1020*
";""
"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:25959_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:25959_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:25959_1021*
";""
"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:25959_1022*
";"INITIALISATION EVENEMENTS ROBOTS
*ODIL_ID:25959_1022*
";"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:25959_1022*
";""
"EVENTOS ROBOT
*ODIL_ID:25959_1023*
";"EVENEMENTS ROBOT
*ODIL_ID:25959_1023*
";"EVENTOS ROBOT
*ODIL_ID:25959_1023*
";""
"EVENTOS ROBOT LIBRE
*ODIL_ID:25959_1023*
";"EVENEMENTS ROBOT LIBRE
*ODIL_ID:25959_1023*
";"EVENTOS ROBOT LIBRE
*ODIL_ID:25959_1023*
";""
"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:25959_1030*
";"*******************************************************************************
**                  RODAGE ET CHANGEMENT ELECTRODES                          **
*******************************************************************************
*ODIL_ID:25959_1030*
";"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:25959_1030*
";""
"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:25959_1031*
";"*******************************************************************************
**                              RODAGE  CENTRALISE                           **
*******************************************************************************
*ODIL_ID:25959_1031*
";"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:25959_1031*
";""
"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:25959_1032*
";"SUIVI: ALARME / DEMANDE CHANGEMENT DE FRAISE
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:25959_1032*
";"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:25959_1032*
";""
"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
*ODIL_ID:25959_1033*
";"SUIVI: ALARME / DEMANDE CHANGEMENT DE FRAISE
*ODIL_ID:25959_1033*
";"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
*ODIL_ID:25959_1033*
";""
"RAZ NUMERO DE FRESADO
*ODIL_ID:25959_1034*
";"RAZ NOMBRE DE RODAGE
*ODIL_ID:25959_1034*
";"RAZ NUMERO DE FRESADO
*ODIL_ID:25959_1034*
";""
"GESTION DEL FRESADO ROBOT POR EL AUTOMATA
*ODIL_ID:25959_1035*
";"GESTION DU RODAGE ROBOT PAR L'AUTOMATE
*ODIL_ID:25959_1035*
";"GESTION DEL FRESADO ROBOT POR EL AUTOMATA
*ODIL_ID:25959_1035*
";""
"*******************************************************************************
**                  CAMBIO ELECTRODOS CENTRALIZADO                         **
*******************************************************************************
*ODIL_ID:25959_1036*
";"*******************************************************************************
**                  CHANGEMENT ELECTRODES CENTRALISE                         **
*******************************************************************************
*ODIL_ID:25959_1036*
";"*******************************************************************************
**                  CAMBIO ELECTRODOS CENTRALIZADO                         **
*******************************************************************************
*ODIL_ID:25959_1036*
";""
"SEGUIMIENTO: ALARMA ANTES CAMBIO ELECTRODOS
*ODIL_ID:25959_1037*
";"SUIVI: ALARME AVANT CHANGEMENT ELECTRODES
*ODIL_ID:25959_1037*
";"SEGUIMIENTO: ALARMA ANTES CAMBIO ELECTRODOS
*ODIL_ID:25959_1037*
";""
"GESTION DEL CAMBIO ELECTRODOS POR EL AUTOMATA
*ODIL_ID:25959_1038*
";"GESTION DU CHANGEMENT ELECTRODES PAR L'AUTOMATE
*ODIL_ID:25959_1038*
";"GESTION DEL CAMBIO ELECTRODOS POR EL AUTOMATA
*ODIL_ID:25959_1038*
";""
"SEGUIMIENTO: DEMANDA CAMBIO ELECTRODOS
*ODIL_ID:25959_1039*
";"SUIVI: DEMANDE CHANGEMENT ELECTRODES
*ODIL_ID:25959_1039*
";"SEGUIMIENTO: DEMANDA CAMBIO ELECTRODOS
*ODIL_ID:25959_1039*
";""
"CONTROL CORTE SERVIDUMBRE DEL ROBOT
*ODIL_ID:25959_1040*
";"CONTROLE COUPURE ASSERVISSEMENT DU ROBOT
*ODIL_ID:25959_1040*
";"CONTROL CORTE SERVIDUMBRE DEL ROBOT
*ODIL_ID:25959_1040*
";""
"********************************************************************************
**                  DEMANDA DE CAMBIO DE ELECTRODOS LOCAL                  **
********************************************************************************
*ODIL_ID:25959_1041*
";"********************************************************************************
**                  DEMANDE DE CHANGEMENT D'ELECTRODES LOCAL                  **
********************************************************************************
*ODIL_ID:25959_1041*
";"********************************************************************************
**                  DEMANDA DE CAMBIO DE ELECTRODOS LOCAL                  **
********************************************************************************
*ODIL_ID:25959_1041*
";""
