//Note: This export file in CSV format must not be opened by double-clicking on the file!;;;
//Please open this file using the menu command File > Open of MS Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
16032;Error;Erreur;
32416;;;
16224;Simulation active;Simulation active;
32608;;;
104;Reserved;réservé;
16488;;;
296;Reserved;réservé;
16680;;;
488;Reserved;réservé;
16872;;;
680;Reserved;réservé;
17064;;;
872;Parameter missing;Paramètre manquant;
17256;;;
1064;Parameter assignment error;Erreur de parametrage;
17448;;;
1256;Sensor or load voltage missing;Absence tension de capteur ou charge;
17640;;;
1448;Fuse defective;Fusible defectueux;
17832;;;
1640;Slot not addressable;Erreur de communication;
18024;;;
1832;Ground error;Erreur de masse;
18216;;;
2024;Reference channel error;Erreur voie de reference;
18408;;;
2216;Process interrupt lost;Alarme processus perdue;
18600;;;
2408;Warning;Attention;
18792;;;
2600;Shutoff;Arrêt;
18984;;;
2792;Fail-safe shutoff;Arrêt de sécurité;
19176;;;
2984;external error;Defaut externe;
19368;;;
3176;ambiguous error;Defaut non specifie;
19560;;;
3368;Reserved;réservé;
19752;;;
3560;Actuator/sensor fault 1;Défaut 1 de l'actionn./du capt.;
19944;;;
3752;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
20136;;;
3944;Channel temporary error;Channel temporary error;
20328;;;
14520;Data transmission impossible; @5W%t#et200pro-20140922@;Transmission de données impossible; @5W%t#et200pro-20140922@;
30904;Help: Data transmission impossible; @5W%t#et200pro-20140922@;Aide : transmission de données impossible; @5W%t#et200pro-20140922@;
14616;No physical connection on port;Pas de connexion physique au port;
31000;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
14617;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
31001;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
14618;Error during cable data check;Erreur à la vérification des données de câble;
31002;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
14712;Remote mismatch; @5W%t#et200pro-20140922@;Erreur partenaire; @5W%t#et200pro-20140922@;
31096;Help: Remote mismatch; @5W%t#et200pro-20140922@;Aide : erreur partenaire; @5W%t#et200pro-20140922@;
14808;Wrong partner;Partenaire incorrect;
31192;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
14809;Wrong partner port;Port partenaire incorrect;
31193;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
14810;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
31194;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
14811;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
31195;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
14812;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
31196;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
14813;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
31197;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
14814;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
31198;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
14815;Difference in cable length measurement;Différence à la détermination de longueur de câble;
31199;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
14832;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
31216;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
14904;Media redundancy mismatch; @5W%t#et200pro-20140922@;Erreur de redondance de supports de transmission; @5W%t#et200pro-20140922@;
31288;Help: Media redundancy mismatch; @5W%t#et200pro-20140922@;Aide : erreur de redondance de supports de transmission; @5W%t#et200pro-20140922@;
15000;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
31384;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
15001;Ring opened;Anneau ouvert;
31385;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
15002;RT redundancy not effective;Redondance RT plus garantie;
31386;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
15003;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
31387;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
15096;Sync mismatch; @5W%t#et200pro-20140922@;Perte de synchronisation; @5W%t#et200pro-20140922@;
31480;Help: Sync mismatch; @5W%t#et200pro-20140922@;Aide : perte de synchronisation; @5W%t#et200pro-20140922@;
15192;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
31576;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
15195;Station not synchronized;Station non synchrone;
31579;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
15288;Isochronous mode mismatch; @5W%t#et200pro-20140922@;Erreur de synchronisme d'horloge; @5W%t#et200pro-20140922@;
31672;Help: Isochronous mode mismatch; @5W%t#et200pro-20140922@;Aide : erreur de synchronisme d'horloge; @5W%t#et200pro-20140922@;
15480;Multicast CR mismatch; @5W%t#et200pro-20140922@;Erreur Multicast CR; @5W%t#et200pro-20140922@;
31864;Help: Multicast CR mismatch; @5W%t#et200pro-20140922@;Aide : Erreur CR Multicast; @5W%t#et200pro-20140922@;
15672;Reserved; @5W%t#et200pro-20140922@;réservé; @5W%t#et200pro-20140922@;
32056;Help: Reserved; @5W%t#et200pro-20140922@;Aide : réservée; @5W%t#et200pro-20140922@;
15864;Fiber optics mismatch; @5W%t#et200pro-20140922@;Erreur fibre optique; @5W%t#et200pro-20140922@;
32248;Help: Fiber optics mismatch; @5W%t#et200pro-20140922@;Aide : erreur fibre optique; @5W%t#et200pro-20140922@;
15960;FO link power margin critical;Réserve système FO critique;
32344;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
16056;Network component function mismatch; @5W%t#et200pro-20140922@;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20140922@;
32440;Help: Network component function mismatch; @5W%t#et200pro-20140922@;Aide : erreur de fonctionnement du composant réseau; @5W%t#et200pro-20140922@;
16152;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
32536;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
16248;Time mismatch; @5W%t#et200pro-20140922@;Erreur d'horloge; @5W%t#et200pro-20140922@;
32632;Help: Time mismatch; @5W%t#et200pro-20140922@;Aide : erreur de temporisation; @5W%t#et200pro-20140922@;
800;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
17184;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
801;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
17185;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
802;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
17186;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
15464;;;
31848;;;
15656;Short circuit;Court-circuit;
32040;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
15848;Low voltage;Sous-tension;
32232;Verify the power supply.;Contrôlez l'alimentation en tension.;
16040;Overvoltage;Surtension;
32424;Verify the power supply.;Contrôlez l'alimentation en tension.;
16232;Overload;Surcharge;
32616;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
112;Overtemperature;Surchauffe;
16496;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
304;Wire break;Rupture de fil;
16688;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
496;High limit exceeded;Limite supérieure dépassée;
16880;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
688;Low limit exceeded;Limite inférieure sous-dépassée;
17072;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
880;Error;Erreur;
17264;;;
1072;Simulation active;Simulation active;
17456;;;
1264;Reserved;réservé;
17648;;;
1456;Reserved;réservé;
17840;;;
1648;Reserved;réservé;
18032;;;
1840;Reserved;réservé;
18224;;;
2032;Parameter missing;Paramètre manquant;
18416;;;
2224;Parameter assignment error;Erreur de paramétrage;
18608;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;
2416;Power supply fault;Absence de tension capteur ou de charge;
18800;Cause: No power supply. Remedy: Check wiring or turn on power supply.;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;
2608;Fuse blown / open;Fusible defectueux;
18992;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;
2800;Slot cannot be addressed;Emplacement non accessible;
19184;Cause: Communication error with various possible causes. Remedy: Depends on cause.;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;
2992;Ground fault;Défaut à la masse;
19376;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;
3184;Reference point list;Erreur de voie de référence;
19568;Cause: Error on reference channel. Remedy: See manual.;Cause : erreur de voie de référence. Solution : voir le manuel.;
3376;Process event lost / sampling error;Alarme de processus perdue;
19760;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;
3568;Threshold warning;Avertissement actionneur;
19952;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;
3760;Output disabled;Coupure actionneur;
20144;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;
3952;Safety event;Arrêt de sécurité;
20336;Cause: Error detected on channel. Remedy: Check channel and correct problem..;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;
4144;External fault;Défaut externe;
20528;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;
4336;Unidentified error;Défaut non spécifié;
20720;Cause: Cannot be specified in greater detail. Remedy: See manual.;Cause : ne peut être spécifiée. Solution : voir le manuel.;
4528;Reserved;réservé;
20912;;;
4720;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
21104;;;
4912;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
21296;;;
5104;Temporary error;Erreur temporaire;
21488;;;
11440;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
27824;Help;Help;
12976;Device specific diagnosis information, see manual;Device specific diagnosis information, see manual;
29360;Help;Help;
15680;Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;Transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;
32064;Help: Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;
15776;No physical connection on port;Pas de connexion physique au port;
32160;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
15777;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
32161;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
15778;Error during cable data check;Erreur à la vérification des données de câble;
32162;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
15872;Remote mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur partenaire; @5W%t#ML-V2.25-Festo-CPX-20121203@;
32256;Help: Remote mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur partenaire; @5W%t#ML-V2.25-Festo-CPX-20121203@;
15968;Wrong partner;Partenaire incorrect;
32352;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
15969;Wrong partner port;Port partenaire incorrect;
32353;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
15970;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
32354;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
15971;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
32355;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
15972;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
32356;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
15973;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
32357;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
15974;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
32358;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
15975;Difference in cable length measurement;Différence à la détermination de longueur de câble;
32359;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
15992;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
32376;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
16064;Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20121203@;
32448;Help: Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20121203@;
16160;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
32544;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
16161;Ring opened;Anneau ouvert;
32545;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
16162;RT redundancy not effective;Redondance RT plus garantie;
32546;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
16163;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
32547;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
16256;Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20121203@;
32640;Help: Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20121203@;
40;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
16424;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
43;Station not synchronized;Station non synchrone;
16427;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
136;Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20121203@;
16520;Help: Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20121203@;
328;Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur Multicast CR; @5W%t#ML-V2.25-Festo-CPX-20121203@;
16712;Help: Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : Erreur CR Multicast; @5W%t#ML-V2.25-Festo-CPX-20121203@;
520;Reserved; @5W%t#ML-V2.25-Festo-CPX-20121203@;réservé; @5W%t#ML-V2.25-Festo-CPX-20121203@;
16904;Help: Reserved; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : réservée; @5W%t#ML-V2.25-Festo-CPX-20121203@;
712;Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20121203@;
17096;Help: Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20121203@;
808;FO link power margin critical;Réserve système FO critique;
17192;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
904;Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20121203@;
