//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
6512;Error without errortext (184);Error without errortext (184);
22896;Help;Help;
6514;Error without errortext (185);Error without errortext (185);
22898;Help;Help;
6516;Error without errortext (186);Error without errortext (186);
22900;Help;Help;
6518;Error without errortext (187);Error without errortext (187);
22902;Help;Help;
6888;Error without errortext (188);Error without errortext (188);
23272;Help;Help;
6890;Error without errortext (189);Error without errortext (189);
23274;Help;Help;
6892;Error without errortext (190);Error without errortext (190);
23276;Help;Help;
6894;Error without errortext (191);Error without errortext (191);
23278;Help;Help;
7264;Error without errortext (192);Error without errortext (192);
23648;Help;Help;
7266;Error without errortext (193);Error without errortext (193);
23650;Help;Help;
7268;Error without errortext (194);Error without errortext (194);
23652;Help;Help;
7270;Error without errortext (195);Error without errortext (195);
23654;Help;Help;
7640;Error without errortext (196);Error without errortext (196);
24024;Help;Help;
7642;Error without errortext (197);Error without errortext (197);
24026;Help;Help;
7644;Error without errortext (198);Error without errortext (198);
24028;Help;Help;
7646;Error without errortext (199);Error without errortext (199);
24030;Help;Help;
8016;Fault param.transfer module n;Fault param.transfer module n;
24400;Help;Help;
8018;Invalid field bus address;Invalid field bus address;
24402;Help;Help;
8020;Protokoll Asic not ready;Protokoll Asic not ready;
24404;Help;Help;
8022;MMI serves CBUS module;MMI serves CBUS module;
24406;Help;Help;
8392;Invalid setting switch unit;Invalid setting switch unit;
24776;Help;Help;
8394;Module set to default values;Module set to default values;
24778;Help;Help;
8396;Error without errortext (206);Error without errortext (206);
24780;Help;Help;
8398;Error without errortext (207);Error without errortext (207);
24782;Help;Help;
8768;Error without errortext (208);Error without errortext (208);
25152;Help;Help;
8770;Error without errortext (209);Error without errortext (209);
25154;Help;Help;
8772;Error without errortext (210);Error without errortext (210);
25156;Help;Help;
8774;Error without errortext (211);Error without errortext (211);
25158;Help;Help;
9144;Error without errortext (212);Error without errortext (212);
25528;Help;Help;
9146;Error without errortext (213);Error without errortext (213);
25530;Help;Help;
9148;Error without errortext (214);Error without errortext (214);
25532;Help;Help;
9150;Error without errortext (215);Error without errortext (215);
25534;Help;Help;
9520;Error without errortext (216);Error without errortext (216);
25904;Help;Help;
9522;Error without errortext (217);Error without errortext (217);
25906;Help;Help;
9524;Error without errortext (218);Error without errortext (218);
25908;Help;Help;
9526;Error without errortext (219);Error without errortext (219);
25910;Help;Help;
9896;Error without errortext (220);Error without errortext (220);
26280;Help;Help;
9898;Error without errortext (221);Error without errortext (221);
26282;Help;Help;
9900;Error without errortext (222);Error without errortext (222);
26284;Help;Help;
9902;Error without errortext (223);Error without errortext (223);
26286;Help;Help;
10272;Error without errortext (224);Error without errortext (224);
26656;Help;Help;
10274;Error without errortext (225);Error without errortext (225);
26658;Help;Help;
10276;Error without errortext (226);Error without errortext (226);
26660;Help;Help;
10278;Error without errortext (227);Error without errortext (227);
26662;Help;Help;
10648;Error without errortext (228);Error without errortext (228);
27032;Help;Help;
10650;Error without errortext (229);Error without errortext (229);
27034;Help;Help;
10652;Error without errortext (230);Error without errortext (230);
27036;Help;Help;
10654;Error without errortext (231);Error without errortext (231);
27038;Help;Help;
11024;Error without errortext (232);Error without errortext (232);
27408;Help;Help;
11026;Error without errortext (233);Error without errortext (233);
27410;Help;Help;
11028;Error without errortext (234);Error without errortext (234);
27412;Help;Help;
11030;Error without errortext (235);Error without errortext (235);
27414;Help;Help;
11400;Error without errortext (236);Error without errortext (236);
27784;Help;Help;
11402;Error without errortext (237);Error without errortext (237);
27786;Help;Help;
11404;Error without errortext (238);Error without errortext (238);
27788;Help;Help;
11406;Error without errortext (239);Error without errortext (239);
27790;Help;Help;
11776;Error without errortext (240);Error without errortext (240);
28160;Help;Help;
11778;Error without errortext (241);Error without errortext (241);
28162;Help;Help;
11780;Error without errortext (242);Error without errortext (242);
28164;Help;Help;
11782;Error without errortext (243);Error without errortext (243);
28166;Help;Help;
12152;Error without errortext (244);Error without errortext (244);
28536;Help;Help;
12154;Error without errortext (245);Error without errortext (245);
28538;Help;Help;
12156;Error without errortext (246);Error without errortext (246);
28540;Help;Help;
12158;Error without errortext (247);Error without errortext (247);
28542;Help;Help;
12528;Error without errortext (248);Error without errortext (248);
28912;Help;Help;
12530;Error without errortext (249);Error without errortext (249);
28914;Help;Help;
12532;Error without errortext (250);Error without errortext (250);
28916;Help;Help;
12534;Error without errortext (251);Error without errortext (251);
28918;Help;Help;
12904;Error without errortext (252);Error without errortext (252);
29288;Help;Help;
12906;Error without errortext (253);Error without errortext (253);
29290;Help;Help;
12908;Error without errortext (254);Error without errortext (254);
29292;Help;Help;
12910;Unknown error (255);Unknown error (255);
29294;Help;Help;
13280;Error without errortext (256);Error without errortext (256);
29664;Help;Help;
13282;Error without errortext (257);Error without errortext (257);
29666;Help;Help;
13284;Error without errortext (258);Error without errortext (258);
29668;Help;Help;
13286;Error without errortext (259);Error without errortext (259);
29670;Help;Help;
1106;CPX critical system error;CPX critical system error;
17490;Help;Help;
15784;;;
32168;;;
2480;Short circuit;Court-circuit;
18864;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
5488;Low voltage;Sous-tension;
21872;Verify the power supply.;Contrôlez l'alimentation en tension.;
8496;Overvoltage;Surtension;
24880;Verify the power supply.;Contrôlez l'alimentation en tension.;
11504;Overload;Surcharge;
27888;Check the technical specifications of th;Contrôlez les caractéristiques technique;
14512;Overtemperature;Surchauffe;
30896;Check the technical specifications of th;Contrôlez les caractéristiques technique;
1208;Wire break;Rupture de fil;
17592;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
4216;High limit exceeded;Limite supérieure dépassée;
20600;Check the technical specifications of th;Contrôlez les caractéristiques technique;
7224;Low limit exceeded;Limite inférieure sous-dépassée;
23608;Check the technical specifications of th;Contrôlez les caractéristiques technique;
10232;Error;Erreur;
26616;;;
13240;Simulation active;Simulation active;
29624;;;
16248;Reserved;réservé;
32632;;;
2944;Reserved;réservé;
19328;;;
5952;Reserved;réservé;
22336;;;
8960;Reserved;réservé;
25344;;;
11968;Parameter missing;Paramètre manquant;
28352;;;
14976;Parameter assignment error;Erreur de paramétrage;
31360;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
1672;Power supply fault;Absence de tension capteur ou de charge;
18056;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
4680;Fuse blown / open;Fusible defectueux;
21064;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
7688;Slot cannot be addressed;Emplacement non accessible;
24072;Cause: Communication error with various ;Cause : erreur de communication à cause ;
10696;Ground fault;Défaut à la masse;
27080;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
13704;Reference point list;Erreur de voie de référence;
30088;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
400;Process event lost / sampling error;Alarme de processus perdue;
16784;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
3408;Threshold warning;Avertissement actionneur;
19792;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
6416;Output disabled;Coupure actionneur;
22800;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
9424;Safety event;Arrêt de sécurité;
25808;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
12432;External fault;Défaut externe;
28816;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
15440;Unidentified error;Défaut non spécifié;
31824;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
2136;Reserved;réservé;
18520;;;
5144;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
21528;;;
8152;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
24536;;;
11160;Temporary error;Erreur temporaire;
27544;;;
9320;Illegal linkup;Linkup illicite;
25704;Link status different from setting in pa;Etat de connexion différent des spécific;
12328;Illegal linkdown;Linkdown illicite;
28712;Link status different from setting in pa;Etat de connexion différent des spécific;
15336;Illegal transmission rate;Vitesse de transmission illicite;
31720;Transmission rate different from setting;Vitesse de transmission différente des s;
2032;Illegal duplexity;Duplexity illicite;
18416;Duplexity different from setting in para;Duplexity différente des spécifications ;
5040;Frame overload;Surcharge de trames;
21424;More or less discarded frames than set a;Les télégrammes rejetés dépassent le seu;
2856;Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20110512@;Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20110512@;
19240;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
4360;No physical connection on port;Pas de connexion physique au port;
20744;Port monitoring was configured, there is;Une surveillance de port a été configuré;
4361;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
20745;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
4362;Error during cable data check;Erreur à la vérification des données de câble;
20746;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
5864;Remote mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20110512@;
22248;Help: Remote mismatch; @5W%t#A02A-SCALAN;Aide : erreur partenaire; @5W%t#A02A-SCA;
7368;Wrong partner;Partenaire incorrect;
23752;A port interconnection was configured bu;Une connexion de port a été configurée, ;
7369;Wrong partner port;Port partenaire incorrect;
23753;A port interconnection was configured bu;Une connexion de port a été configurée, ;
7370;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
23754;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
7371;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
23755;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
7372;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
23756;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
7373;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
23757;A port interconnection was configured bu;Une connexion de port a été configurée, ;
7374;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
23758;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
7375;Difference in cable length measurement;Différence à la détermination de longueur de câble;
23759;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
7744;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
24128;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
8872;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20110512@;
25256;Help: Media redundancy mismatch; @5W%t#A;Aide : erreur de redondance de supports ;
10376;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
26760;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
10377;Ring opened;Anneau ouvert;
26761;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
10378;RT redundancy not effective;Redondance RT plus garantie;
26762;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
10379;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
26763;Indicates that more than one device in t;Indique que plusieurs appareils assument;
11880;Sync mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20110512@;
28264;Help: Sync mismatch; @5W%t#A02A-SCALANCE;Aide : perte de synchronisation; @5W%t#A;
13384;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
29768;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
13387;Station not synchronized;Station non synchrone;
29771;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
14888;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20110512@;
31272;Help: Isochronous mode mismatch; @5W%t#A;Aide : erreur de synchronisme d'horloge;;
1584;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20110512@;
17968;Help: Multicast CR mismatch; @5W%t#A02A-;Aide : Erreur CR Multicast; @5W%t#A02A-S;
4592;Reserved; @5W%t#A02A-SCALANCE_X200-20110512@;réservé; @5W%t#A02A-SCALANCE_X200-20110512@;
20976;Help: Reserved; @5W%t#A02A-SCALANCE_X200;Aide : réservée; @5W%t#A02A-SCALANCE_X20;
7600;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20110512@;
23984;Help: Fiber optics mismatch; @5W%t#A02A-;Aide : erreur fibre optique; @5W%t#A02A-;
9104;FO link power margin critical;Réserve système FO critique;
25488;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
10608;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20110512@;
26992;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
12112;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
28496;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
13616;Time mismatch; @5W%t#A02A-SCALANCE_X200-20110512@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20110512@;
30000;Help: Time mismatch; @5W%t#A02A-SCALANCE;Aide : erreur de temporisation; @5W%t#A0;
10840;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
27224;A standard gateway has been configured f;Un autre routeur par défaut a été config;
10841;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
27225;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
10842;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
27226;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
5432;No redundant PS;Pas d'alimentation redondante;
21816;Alarm entering state when there is no re;Alarme arrivante en l'absence d'alimenta;
5434;C-PLUG not found;C-PLUG introuvable;
21818;Alarm entering state when no C-PLUG was ;Alarme arrivante en l'absence de C-PLUG;
5436;C-PLUG defective;C-PLUG défectueux;
21820;Alarm entering state when C-PLUG is defe;Alarme arrivante lorsque le C-PLUG est d;
5438;wrong C-PLUG;Le C-PLUG est incorrect;
21822;Incoming alarm when wrong C-PLUG is plug;Alarme apparaissante si aucun C-PLUG n'a;
4640;;;
21024;;;
7648;Short circuit;Court-circuit;
24032;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
10656;Low voltage;Sous-tension;
27040;Verify the power supply.;Contrôlez l'alimentation en tension.;
13664;Overvoltage;Surtension;
30048;Verify the power supply.;Contrôlez l'alimentation en tension.;
360;Overload;Surcharge;
16744;Check the technical specifications of th;Contrôlez les caractéristiques technique;
3368;Overtemperature;Surchauffe;
19752;Check the technical specifications of th;Contrôlez les caractéristiques technique;
6376;Wire break;Rupture de fil;
22760;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
9384;High limit exceeded;Limite supérieure dépassée;
25768;Check the technical specifications of th;Contrôlez les caractéristiques technique;
12392;Low limit exceeded;Limite inférieure sous-dépassée;
28776;Check the technical specifications of th;Contrôlez les caractéristiques technique;
15400;Error;Erreur;
31784;;;
2096;Simulation active;Simulation active;
18480;;;
5104;Reserved;réservé;
21488;;;
8112;Reserved;réservé;
24496;;;
11120;Reserved;réservé;
27504;;;
14128;Reserved;réservé;
30512;;;
824;Parameter missing;Paramètre manquant;
17208;;;
3832;Parameter assignment error;Erreur de paramétrage;
20216;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
6840;Power supply fault;Absence de tension capteur ou de charge;
23224;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
9848;Fuse blown / open;Fusible defectueux;
26232;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
12856;Slot cannot be addressed;Emplacement non accessible;
29240;Cause: Communication error with various ;Cause : erreur de communication à cause ;
15864;Ground fault;Défaut à la masse;
32248;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
2560;Reference point list;Erreur de voie de référence;
18944;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
5568;Process event lost / sampling error;Alarme de processus perdue;
21952;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
8576;Threshold warning;Avertissement actionneur;
24960;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
11584;Output disabled;Coupure actionneur;
27968;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
14592;Safety event;Arrêt de sécurité;
30976;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
1288;External fault;Défaut externe;
17672;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
4296;Unidentified error;Défaut non spécifié;
20680;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
7304;Reserved;réservé;
23688;;;
10312;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
26696;;;
13320;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
29704;;;
16;Temporary error;Erreur temporaire;
16400;;;
1408;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
17792;Help;Help;
24;Device specific diagnosis information, see manual;Device specific diagnosis information, see manual;
16408;Help;Help;
8024;Data transmission impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@;Transmission de données impossible; @5W%t#ML-V2.31-Festo-CPX-20161019@;
24408;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
9528;No physical connection on port;Pas de connexion physique au port;
25912;Port monitoring was configured, there is;Une surveillance de port a été configuré;
9529;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
25913;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
9530;Error during cable data check;Erreur à la vérification des données de câble;
25914;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
11032;Remote mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur partenaire; @5W%t#ML-V2.31-Festo-CPX-20161019@;
27416;Help: Remote mismatch; @5W%t#ML-V2.31-Fe;Aide : erreur partenaire; @5W%t#ML-V2.31;
12536;Wrong partner;Partenaire incorrect;
28920;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12537;Wrong partner port;Port partenaire incorrect;
28921;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12538;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
28922;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
12539;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
28923;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
12540;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
28924;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
12541;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
28925;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12542;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
28926;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
12543;Difference in cable length measurement;Différence à la détermination de longueur de câble;
28927;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
12912;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
29296;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
14040;Media redundancy mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur de redondance de supports de transmission; @5W%t#ML-V2.31-Festo-CPX-20161019@;
30424;Help: Media redundancy mismatch; @5W%t#M;Aide : erreur de redondance de supports ;
15544;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
31928;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
15545;Ring opened;Anneau ouvert;
31929;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
15546;RT redundancy not effective;Redondance RT plus garantie;
31930;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
15547;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
31931;Indicates that more than one device in t;Indique que plusieurs appareils assument;
736;Sync mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Perte de synchronisation; @5W%t#ML-V2.31-Festo-CPX-20161019@;
17120;Help: Sync mismatch; @5W%t#ML-V2.31-Fest;Aide : perte de synchronisation; @5W%t#M;
2240;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
18624;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
2243;Station not synchronized;Station non synchrone;
18627;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
3744;Isochronous mode mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur de synchronisme d'horloge; @5W%t#ML-V2.31-Festo-CPX-20161019@;
20128;Help: Isochronous mode mismatch; @5W%t#M;Aide : erreur de synchronisme d'horloge;;
6752;Multicast CR mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur Multicast CR; @5W%t#ML-V2.31-Festo-CPX-20161019@;
23136;Help: Multicast CR mismatch; @5W%t#ML-V2;Aide : Erreur CR Multicast; @5W%t#ML-V2.;
9760;Reserved; @5W%t#ML-V2.31-Festo-CPX-20161019@;réservé; @5W%t#ML-V2.31-Festo-CPX-20161019@;
26144;Help: Reserved; @5W%t#ML-V2.31-Festo-CPX;Aide : réservée; @5W%t#ML-V2.31-Festo-CP;
12768;Fiber optics mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur fibre optique; @5W%t#ML-V2.31-Festo-CPX-20161019@;
29152;Help: Fiber optics mismatch; @5W%t#ML-V2;Aide : erreur fibre optique; @5W%t#ML-V2;
14272;FO link power margin critical;Réserve système FO critique;
30656;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
15776;Network component function mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.31-Festo-CPX-20161019@;
32160;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
968;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
17352;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
2472;Time mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@;Erreur d'horloge; @5W%t#ML-V2.31-Festo-CPX-20161019@;
18856;Help: Time mismatch; @5W%t#ML-V2.31-Fest;Aide : erreur de temporisation; @5W%t#ML;
16008;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
32392;A standard gateway has been configured f;Un autre routeur par défaut a été config;
16009;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
32393;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
16010;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
32394;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
7536;No error;No error;
23920;Help;Help;
7538;General diagnosis;General diagnosis;
23922;Help;Help;
7540;Short circuit;Short circuit;
23924;Help;Help;
7542;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
23926;Help;Help;
7912;Short circuit in actuator supply;Short circuit in actuator supply;
24296;Help;Help;
7914;Undervoltage in power supply;Undervoltage in power supply;
24298;Help;Help;
7916;Unknown CBUS error (6);Unknown CBUS error (6);
24300;Help;Help;
7918;Unknown CBUS error (7);Unknown CBUS error (7);
24302;Help;Help;
8288;Unknown CBUS error (8);Unknown CBUS error (8);
24672;Help;Help;
8290;Lower limit exceeded;Lower limit exceeded;
24674;Help;Help;
8292;Upper limit exceeded;Upper limit exceeded;
24676;Help;Help;
8294;Short circuit valve;Short circuit valve;
24678;Help;Help;
8664;Pilot valve function warning;Pilot valve function warning;
25048;Help;Help;
8666;Wire fracture (open load);Wire fracture (open load);
25050;Help;Help;
8668;Condition counter exceeded;Condition counter exceeded;
25052;Help;Help;
8670;Module/channel failure;Module/channel failure;
25054;Help;Help;
9040;Module code incorrect;Module code incorrect;
25424;Help;Help;
9042;I/O length incorrect;I/O length incorrect;
25426;Help;Help;
9044;Address range exceeded;Address range exceeded;
25428;Help;Help;
9046;Life cycle exceeded;Life cycle exceeded;
25430;Help;Help;
9416;Fault in parametrizing signal range;Fault in parametrizing signal range;
25800;Help;Help;
9418;Fault in parametrizing data format;Fault in parametrizing data format;
25802;Help;Help;
9420;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
25804;Help;Help;
9422;Fault in filter meas.value;Fault in filter meas.value;
25806;Help;Help;
9792;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
26176;Help;Help;
9794;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
26178;Help;Help;
9796;Fault in actuator supply;Fault in actuator supply;
26180;Help;Help;
9798;Wrong device type mounted;Wrong device type mounted;
26182;Help;Help;
10168;Alarm value reached;Alarm value reached;
26552;Help;Help;
10170;Fault in parametrizing;Fault in parametrizing;
26554;Help;Help;
10172;No new output data (slave);No new output data (slave);
26556;Help;Help;
10174;No bus connection (slave);No bus connection (slave);
26558;Help;Help;
10544;No STI read access (slave);No STI read access (slave);
26928;Help;Help;
10546;No parameter access (slave);No parameter access (slave);
26930;Help;Help;
10548;CP module lost / fault;CP module lost / fault;
26932;Help;Help;
10550;CP configuration failure;CP configuration failure;
26934;Help;Help;
10920;Short circuit CP-line;Short circuit CP-line;
27304;Help;Help;
10922;Fault in controlling;Fault in controlling;
27306;Help;Help;
10924;Missing valve;Missing valve;
27308;Help;Help;
10926;Maintanance required;Maintanance required;
27310;Help;Help;
11296;Life Guard;Life Guard;
27680;Help;Help;
11298;Heart Beat;Heart Beat;
27682;Help;Help;
11300;Com Cycle Period (Sync);Com Cycle Period (Sync);
27684;Help;Help;
11302;CAN Overrun (Objects lost);CAN Overrun (Objects lost);
27686;Help;Help;
11672;Invalid PDO received;Invalid PDO received;
28056;Help;Help;
11674;CAN WarnLimit reached;CAN WarnLimit reached;
28058;Help;Help;
11676;CAN recovered from BusOff;CAN recovered from BusOff;
28060;Help;Help;
11678;Bus Power lost;Bus Power lost;
28062;Help;Help;
12048;Fault in Calibration;Fault in Calibration;
28432;Help;Help;
12050;Lower drop out signal;Lower drop out signal;
28434;Help;Help;
12052;Upper drop out signal;Upper drop out signal;
28436;Help;Help;
12054;Sensor limit exceeded;Sensor limit exceeded;
28438;Help;Help;
12424;Short circuit cold junction comp.;Short circuit cold junction comp.;
28808;Help;Help;
12426;Open load cold junction comp.;Open load cold junction comp.;
28810;Help;Help;
12428;Calibration data incorrect;Calibration data incorrect;
28812;Help;Help;
12430;Invalid process value;Invalid process value;
28814;Help;Help;
12800;Short circuit I-Port;Short circuit I-Port;
29184;Help;Help;
12802;Device missing / failure;Device missing / failure;
29186;Help;Help;
12804;I-Port configuration error;I-Port configuration error;
29188;Help;Help;
12806;Input overload;Input overload;
29190;Help;Help;
13176;Signal underflow/overflow;Signal underflow/overflow;
29560;Help;Help;
13178;Overvoltage in power supply;Overvoltage in power supply;
29562;Help;Help;
13180;Overflow in time measurement;Overflow in time measurement;
29564;Help;Help;
13182;Object failure;Object failure;
29566;Help;Help;
13552;Number of Modules incorrect;Number of Modules incorrect;
29936;Help;Help;
13554;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
29938;Help;Help;
13556;F-Communication fault;F-Communication fault;
29940;Help;Help;
