//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
10531;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
26915;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
10532;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
26916;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
10533;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
26917;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
10534;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
26918;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
10535;Difference in cable length measurement;Différence à la détermination de longueur de câble;
26919;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
10904;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
27288;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
12032;Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20121203@;
28416;Help: Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20121203@;
13536;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
29920;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
13537;Ring opened;Anneau ouvert;
29921;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
13538;RT redundancy not effective;Redondance RT plus garantie;
29922;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
13539;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
29923;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
15040;Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20121203@;
31424;Help: Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20121203@;
232;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
16616;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
235;Station not synchronized;Station non synchrone;
16619;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
1736;Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20121203@;
18120;Help: Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20121203@;
4744;Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur Multicast CR; @5W%t#ML-V2.25-Festo-CPX-20121203@;
21128;Help: Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : Erreur CR Multicast; @5W%t#ML-V2.25-Festo-CPX-20121203@;
7752;Reserved; @5W%t#ML-V2.25-Festo-CPX-20121203@;réservé; @5W%t#ML-V2.25-Festo-CPX-20121203@;
24136;Help: Reserved; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : réservée; @5W%t#ML-V2.25-Festo-CPX-20121203@;
10760;Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20121203@;
27144;Help: Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20121203@;
12264;FO link power margin critical;Réserve système FO critique;
28648;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
13768;Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20121203@;
30152;Help: Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20121203@;
15272;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
31656;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
464;Time mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur d'horloge; @5W%t#ML-V2.25-Festo-CPX-20121203@;
16848;Help: Time mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : erreur de temporisation; @5W%t#ML-V2.25-Festo-CPX-20121203@;
14000;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
30384;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
14001;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
30385;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
14002;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
30386;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
5528;No error;No error;
21912;Help;Help;
5530;General diagnosis;General diagnosis;
21914;Help;Help;
5532;Short circuit;Short circuit;
21916;Help;Help;
5534;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
21918;Help;Help;
5904;Short circuit in actuator supply;Short circuit in actuator supply;
22288;Help;Help;
5906;Undervoltage in power supply;Undervoltage in power supply;
22290;Help;Help;
5908;Unknown CBUS error (6);Unknown CBUS error (6);
22292;Help;Help;
5910;Unknown CBUS error (7);Unknown CBUS error (7);
22294;Help;Help;
6280;Unknown CBUS error (8);Unknown CBUS error (8);
22664;Help;Help;
6282;Lower limit exceeded;Lower limit exceeded;
22666;Help;Help;
6284;Upper limit exceeded;Upper limit exceeded;
22668;Help;Help;
6286;Short circuit valve;Short circuit valve;
22670;Help;Help;
6656;Pilot valve function warning;Pilot valve function warning;
23040;Help;Help;
6658;Wire fracture (open load);Wire fracture (open load);
23042;Help;Help;
6660;Condition counter exceeded;Condition counter exceeded;
23044;Help;Help;
6662;Module/channel failure;Module/channel failure;
23046;Help;Help;
7032;Module code incorrect;Module code incorrect;
23416;Help;Help;
7034;I/O length incorrect;I/O length incorrect;
23418;Help;Help;
7036;Address range exceeded;Address range exceeded;
23420;Help;Help;
7038;Life cycle exceeded;Life cycle exceeded;
23422;Help;Help;
7408;Fault in parametrizing signal range;Fault in parametrizing signal range;
23792;Help;Help;
7410;Fault in parametrizing data format;Fault in parametrizing data format;
23794;Help;Help;
7412;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
23796;Help;Help;
7414;Fault in filter meas.value;Fault in filter meas.value;
23798;Help;Help;
7784;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
24168;Help;Help;
7786;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
24170;Help;Help;
7788;Fault in actuator supply;Fault in actuator supply;
24172;Help;Help;
7790;Wrong device type mounted;Wrong device type mounted;
24174;Help;Help;
8160;Alarm value reached;Alarm value reached;
24544;Help;Help;
8162;Fault in parametrizing;Fault in parametrizing;
24546;Help;Help;
8164;No new output data (slave);No new output data (slave);
24548;Help;Help;
8166;No bus connection (slave);No bus connection (slave);
24550;Help;Help;
8536;No STI read access (slave);No STI read access (slave);
24920;Help;Help;
8538;No parameter access (slave);No parameter access (slave);
24922;Help;Help;
8540;CP module lost / fault;CP module lost / fault;
24924;Help;Help;
8542;CP configuration failure;CP configuration failure;
24926;Help;Help;
8912;Short circuit CP-line;Short circuit CP-line;
25296;Help;Help;
8914;Fault in controlling;Fault in controlling;
25298;Help;Help;
8916;Missing valve;Missing valve;
25300;Help;Help;
8918;Maintanance required;Maintanance required;
25302;Help;Help;
9288;Life Guard;Life Guard;
25672;Help;Help;
9290;Heart Beat;Heart Beat;
25674;Help;Help;
9292;Com Cycle Period (Sync);Com Cycle Period (Sync);
25676;Help;Help;
9294;CAN Overrun (Objects lost);CAN Overrun (Objects lost);
25678;Help;Help;
9664;Invalid PDO received;Invalid PDO received;
26048;Help;Help;
9666;CAN WarnLimit reached;CAN WarnLimit reached;
26050;Help;Help;
9668;CAN recovered from BusOff;CAN recovered from BusOff;
26052;Help;Help;
9670;Bus Power lost;Bus Power lost;
26054;Help;Help;
10040;Fault in Calibration;Fault in Calibration;
26424;Help;Help;
10042;Lower drop out signal;Lower drop out signal;
26426;Help;Help;
10044;Upper drop out signal;Upper drop out signal;
26428;Help;Help;
10046;Sensor limit exceeded;Sensor limit exceeded;
26430;Help;Help;
10416;Short circuit cold junction comp.;Short circuit cold junction comp.;
26800;Help;Help;
10418;Open load cold junction comp.;Open load cold junction comp.;
26802;Help;Help;
10420;Calibration data incorrect;Calibration data incorrect;
26804;Help;Help;
10422;Invalid process value;Invalid process value;
26806;Help;Help;
10792;Short circuit I-Port;Short circuit I-Port;
27176;Help;Help;
10794;Device missing / failure;Device missing / failure;
27178;Help;Help;
10796;I-Port configuration error;I-Port configuration error;
27180;Help;Help;
10798;Input overload;Input overload;
27182;Help;Help;
11168;Signal underflow/overflow;Signal underflow/overflow;
27552;Help;Help;
11170;Overvoltage in power supply;Overvoltage in power supply;
27554;Help;Help;
11172;Overflow in time measurement;Overflow in time measurement;
27556;Help;Help;
11174;Object failure;Object failure;
27558;Help;Help;
11544;Number of Modules incorrect;Number of Modules incorrect;
27928;Help;Help;
11546;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
27930;Help;Help;
11548;F-Communication fault;F-Communication fault;
27932;Help;Help;
11550;F-Communication timeout;F-Communication timeout;
27934;Help;Help;
11920;Leakage current;Leakage current;
28304;Help;Help;
11922;F-Parameter fault;F-Parameter fault;
28306;Help;Help;
11924;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
28308;Help;Help;
11926;CC-L: Bus connection lost;CC-L: Bus connection lost;
28310;Help;Help;
12296;SSI-parity error;SSI-parity error;
28680;Help;Help;
12298;limit monitoring;limit monitoring;
28682;Help;Help;
12300;limit exceeded in measure duty cycle;limit exceeded in measure duty cycle;
28684;Help;Help;
12302;Error without errortext (75);Error without errortext (75);
28686;Help;Help;
12672;Error without errortext (76);Error without errortext (76);
29056;Help;Help;
12674;Error without errortext (77);Error without errortext (77);
29058;Help;Help;
12676;Value out of range;Value out of range;
29060;Help;Help;
12678;Error without errortext (79);Error without errortext (79);
29062;Help;Help;
13048;Function failure;Function failure;
29432;Help;Help;
14928;Configuration error;Configuration error;
31312;Help;Help;
14930;Execution error;Execution error;
31314;Help;Help;
14932;Record error;Record error;
31316;Help;Help;
14934;Control error;Control error;
31318;Help;Help;
15304;System error A;System error A;
31688;Help;Help;
15306;System error B;System error B;
31690;Help;Help;
15308;Error in valve;Error in valve;
31692;Help;Help;
15310;Controller error;Controller error;
31694;Help;Help;
15680;Encoder error;Encoder error;
32064;Help;Help;
15682;Error motor or power stage;Error motor or power stage;
32066;Help;Help;
15684;Error without errortext (110);Error without errortext (110);
32068;Help;Help;
15686;Error without errortext (111);Error without errortext (111);
32070;Help;Help;
16056;Error without errortext (112);Error without errortext (112);
32440;Help;Help;
16058;Error without errortext (113);Error without errortext (113);
32442;Help;Help;
16060;Error without errortext (114);Error without errortext (114);
32444;Help;Help;
16062;Subsystem module/channel failure;Subsystem module/channel failure;
32446;Help;Help;
120;Error without errortext (116);Error without errortext (116);
16504;Help;Help;
122;Error without errortext (117);Error without errortext (117);
16506;Help;Help;
124;Error without errortext (118);Error without errortext (118);
16508;Help;Help;
126;Error without errortext (119);Error without errortext (119);
16510;Help;Help;
496;Error without errortext (120);Error without errortext (120);
16880;Help;Help;
498;Error without errortext (121);Error without errortext (121);
16882;Help;Help;
500;Error without errortext (122);Error without errortext (122);
16884;Help;Help;
502;Error without errortext (123);Error without errortext (123);
16886;Help;Help;
872;Error without errortext (124);Error without errortext (124);
17256;Help;Help;
874;Error without errortext (125);Error without errortext (125);
17258;Help;Help;
876;Error without errortext (126);Error without errortext (126);
17260;Help;Help;
878;Error without errortext (127);Error without errortext (127);
17262;Help;Help;
1248;Switch unit defective;Switch unit defective;
17632;Help;Help;
1250;CBUS asic not ready;CBUS asic not ready;
17634;Help;Help;
1252;CPU Hardware Trap;CPU Hardware Trap;
17636;Help;Help;
1254;CBUS C-manager not ready;CBUS C-manager not ready;
17638;Help;Help;
1624;Watchdog overflow;Watchdog overflow;
18008;Help;Help;
1626;Remanent memory defective;Remanent memory defective;
18010;Help;Help;
1628;Flash system memory defective;Flash system memory defective;
18012;Help;Help;
1630;Number of mod.params.more than 64;Number of mod.params.more than 64;
18014;Help;Help;
2000;Slave not ready;Slave not ready;
18384;Help;Help;
2002;CBUS diagnostic telegram;CBUS diagnostic telegram;
18386;Help;Help;
2004;CBUS init fault (gap);CBUS init fault (gap);
18388;Help;Help;
2006;Order queue full;Order queue full;
18390;Help;Help;
2376;CBUS-EEPROM error;CBUS-EEPROM error;
18760;Help;Help;
2378;CBUS C-timeout error;CBUS C-timeout error;
18762;Help;Help;
2380;CBUS telegram fault;CBUS telegram fault;
18764;Help;Help;
2382;BIU access error;BIU access error;
18766;Help;Help;
2752;Licence error;Licence error;
19136;Help;Help;
2754;Built-in self test failed;Built-in self test failed;
19138;Help;Help;
2756;Error without errortext (146);Error without errortext (146);
19140;Help;Help;
2758;Error without errortext (147);Error without errortext (147);
19142;Help;Help;
3128;Error without errortext (148);Error without errortext (148);
19512;Help;Help;
3130;Error without errortext (149);Error without errortext (149);
19514;Help;Help;
3132;NETOS fatal error;NETOS fatal error;
19516;Help;Help;
3134;Error without errortext (151);Error without errortext (151);
19518;Help;Help;
3504;Error without errortext (152);Error without errortext (152);
19888;Help;Help;
3506;Error without errortext (153);Error without errortext (153);
19890;Help;Help;
3508;Error without errortext (154);Error without errortext (154);
19892;Help;Help;
3510;Error without errortext (155);Error without errortext (155);
19894;Help;Help;
3880;Error without errortext (156);Error without errortext (156);
20264;Help;Help;
3882;Error without errortext (157);Error without errortext (157);
20266;Help;Help;
3884;Error without errortext (158);Error without errortext (158);
20268;Help;Help;
3886;Error without errortext (159);Error without errortext (159);
20270;Help;Help;
4256;Error without errortext (160);Error without errortext (160);
20640;Help;Help;
4258;Error without errortext (161);Error without errortext (161);
20642;Help;Help;
4260;Error without errortext (162);Error without errortext (162);
20644;Help;Help;
4262;Error without errortext (163);Error without errortext (163);
20646;Help;Help;
4632;Error without errortext (164);Error without errortext (164);
21016;Help;Help;
4634;Error without errortext (165);Error without errortext (165);
21018;Help;Help;
4636;Error without errortext (166);Error without errortext (166);
21020;Help;Help;
4638;Error without errortext (167);Error without errortext (167);
21022;Help;Help;
5008;Error without errortext (168);Error without errortext (168);
21392;Help;Help;
5010;Error without errortext (169);Error without errortext (169);
21394;Help;Help;
5012;Error without errortext (170);Error without errortext (170);
21396;Help;Help;
5014;Error without errortext (171);Error without errortext (171);
21398;Help;Help;
5384;Error without errortext (172);Error without errortext (172);
21768;Help;Help;
5386;Error without errortext (173);Error without errortext (173);
21770;Help;Help;
5388;Error without errortext (174);Error without errortext (174);
21772;Help;Help;
5390;Error without errortext (175);Error without errortext (175);
21774;Help;Help;
5760;Error without errortext (176);Error without errortext (176);
22144;Help;Help;
5762;Error without errortext (177);Error without errortext (177);
22146;Help;Help;
5764;Error without errortext (178);Error without errortext (178);
22148;Help;Help;
5766;Error without errortext (179);Error without errortext (179);
22150;Help;Help;
6136;Error without errortext (180);Error without errortext (180);
22520;Help;Help;
6138;Error without errortext (181);Error without errortext (181);
22522;Help;Help;
6140;Error without errortext (182);Error without errortext (182);
22524;Help;Help;
6142;Error without errortext (183);Error without errortext (183);
22526;Help;Help;
6512;Error without errortext (184);Error without errortext (184);
22896;Help;Help;
6514;Error without errortext (185);Error without errortext (185);
22898;Help;Help;
6516;Error without errortext (186);Error without errortext (186);
22900;Help;Help;
6518;Error without errortext (187);Error without errortext (187);
22902;Help;Help;
6888;Error without errortext (188);Error without errortext (188);
23272;Help;Help;
6890;Error without errortext (189);Error without errortext (189);
23274;Help;Help;
6892;Error without errortext (190);Error without errortext (190);
23276;Help;Help;
6894;Error without errortext (191);Error without errortext (191);
23278;Help;Help;
7264;Error without errortext (192);Error without errortext (192);
23648;Help;Help;
7266;Error without errortext (193);Error without errortext (193);
23650;Help;Help;
7268;Error without errortext (194);Error without errortext (194);
23652;Help;Help;
7270;Error without errortext (195);Error without errortext (195);
23654;Help;Help;
7640;Error without errortext (196);Error without errortext (196);
24024;Help;Help;
7642;Error without errortext (197);Error without errortext (197);
24026;Help;Help;
7644;Error without errortext (198);Error without errortext (198);
24028;Help;Help;
7646;Error without errortext (199);Error without errortext (199);
24030;Help;Help;
8016;Fault param.transfer module n;Fault param.transfer module n;
24400;Help;Help;
8018;Invalid field bus address;Invalid field bus address;
24402;Help;Help;
8020;Protokoll Asic not ready;Protokoll Asic not ready;
24404;Help;Help;
8022;MMI serves CBUS module;MMI serves CBUS module;
24406;Help;Help;
8392;Invalid setting switch unit;Invalid setting switch unit;
24776;Help;Help;
8394;Module set to default values;Module set to default values;
24778;Help;Help;
8396;Error without errortext (206);Error without errortext (206);
24780;Help;Help;
8398;Error without errortext (207);Error without errortext (207);
24782;Help;Help;
8768;Error without errortext (208);Error without errortext (208);
25152;Help;Help;
8770;Error without errortext (209);Error without errortext (209);
25154;Help;Help;
8772;Error without errortext (210);Error without errortext (210);
25156;Help;Help;
8774;Error without errortext (211);Error without errortext (211);
25158;Help;Help;
9144;Error without errortext (212);Error without errortext (212);
25528;Help;Help;
9146;Error without errortext (213);Error without errortext (213);
25530;Help;Help;
9148;Error without errortext (214);Error without errortext (214);
25532;Help;Help;
9150;Error without errortext (215);Error without errortext (215);
25534;Help;Help;
9520;Error without errortext (216);Error without errortext (216);
25904;Help;Help;
9522;Error without errortext (217);Error without errortext (217);
25906;Help;Help;
9524;Error without errortext (218);Error without errortext (218);
25908;Help;Help;
9526;Error without errortext (219);Error without errortext (219);
25910;Help;Help;
9896;Error without errortext (220);Error without errortext (220);
26280;Help;Help;
9898;Error without errortext (221);Error without errortext (221);
26282;Help;Help;
9900;Error without errortext (222);Error without errortext (222);
26284;Help;Help;
9902;Error without errortext (223);Error without errortext (223);
26286;Help;Help;
10272;Error without errortext (224);Error without errortext (224);
26656;Help;Help;
10274;Error without errortext (225);Error without errortext (225);
26658;Help;Help;
10276;Error without errortext (226);Error without errortext (226);
26660;Help;Help;
10278;Error without errortext (227);Error without errortext (227);
26662;Help;Help;
10648;Error without errortext (228);Error without errortext (228);
27032;Help;Help;
10650;Error without errortext (229);Error without errortext (229);
27034;Help;Help;
10652;Error without errortext (230);Error without errortext (230);
27036;Help;Help;
10654;Error without errortext (231);Error without errortext (231);
27038;Help;Help;
11024;Error without errortext (232);Error without errortext (232);
27408;Help;Help;
11026;Error without errortext (233);Error without errortext (233);
27410;Help;Help;
11028;Error without errortext (234);Error without errortext (234);
27412;Help;Help;
11030;Error without errortext (235);Error without errortext (235);
27414;Help;Help;
11400;Error without errortext (236);Error without errortext (236);
27784;Help;Help;
11402;Error without errortext (237);Error without errortext (237);
27786;Help;Help;
11404;Error without errortext (238);Error without errortext (238);
27788;Help;Help;
11406;Error without errortext (239);Error without errortext (239);
27790;Help;Help;
11776;Error without errortext (240);Error without errortext (240);
28160;Help;Help;
11778;Error without errortext (241);Error without errortext (241);
28162;Help;Help;
11780;Error without errortext (242);Error without errortext (242);
28164;Help;Help;
11782;Error without errortext (243);Error without errortext (243);
28166;Help;Help;
12152;Error without errortext (244);Error without errortext (244);
28536;Help;Help;
12154;Error without errortext (245);Error without errortext (245);
28538;Help;Help;
12156;Error without errortext (246);Error without errortext (246);
28540;Help;Help;
12158;Error without errortext (247);Error without errortext (247);
28542;Help;Help;
12528;Error without errortext (248);Error without errortext (248);
28912;Help;Help;
12530;Error without errortext (249);Error without errortext (249);
28914;Help;Help;
12532;Error without errortext (250);Error without errortext (250);
28916;Help;Help;
12534;Error without errortext (251);Error without errortext (251);
28918;Help;Help;
12904;Error without errortext (252);Error without errortext (252);
29288;Help;Help;
12906;Error without errortext (253);Error without errortext (253);
29290;Help;Help;
12908;Error without errortext (254);Error without errortext (254);
29292;Help;Help;
12910;Unknown error (255);Unknown error (255);
29294;Help;Help;
13280;Error without errortext (256);Error without errortext (256);
29664;Help;Help;
13282;Error without errortext (257);Error without errortext (257);
29666;Help;Help;
13284;Error without errortext (258);Error without errortext (258);
29668;Help;Help;
13286;Error without errortext (259);Error without errortext (259);
29670;Help;Help;
1106;CPX critical system error;CPX critical system error;
17490;Help;Help;
15784;;;
32168;;;
2480;Short circuit;Court-circuit;
18864;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
5488;Low voltage;Sous-tension;
21872;Verify the power supply.;Contrôlez l'alimentation en tension.;
8496;Overvoltage;Surtension;
24880;Verify the power supply.;Contrôlez l'alimentation en tension.;
11504;Overload;Surcharge;
27888;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
14512;Overtemperature;Surchauffe;
30896;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
1208;Wire break;Rupture de fil;
17592;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
4216;High limit exceeded;Limite supérieure dépassée;
20600;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
7224;Low limit exceeded;Limite inférieure sous-dépassée;
23608;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
10232;Error;Erreur;
26616;;;
13240;Simulation active;Simulation active;
29624;;;
16248;Reserved;réservé;
32632;;;
2944;Reserved;réservé;
19328;;;
5952;Reserved;réservé;
22336;;;
8960;Reserved;réservé;
25344;;;
11968;Parameter missing;Paramètre manquant;
28352;;;
14976;Parameter assignment error;Erreur de paramétrage;
31360;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;
1672;Power supply fault;Absence de tension capteur ou de charge;
18056;Cause: No power supply. Remedy: Check wiring or turn on power supply.;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;
4680;Fuse blown / open;Fusible defectueux;
21064;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;
7688;Slot cannot be addressed;Emplacement non accessible;
24072;Cause: Communication error with various possible causes. Remedy: Depends on cause.;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;
10696;Ground fault;Défaut à la masse;
27080;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;
